"Title","Writing attainments for children aged 5 to 7 by ethnicity, area and gender"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 1 statistics https://www.gov.uk/government/statistics/phonics-screening-check-and-key-stage-1-assessments-england-2016"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"Local Authority","LA Code","Ethnicity","Ethnicity type","Gender","Gender_type","Value","Value_girls"
"Devon","E10000008","Black","ONS 5","Boys","All/Boys/Girls","!","!"
"Devon","E10000008","Chinese","ONS 5","Boys","All/Boys/Girls","100","63"
"Devon","E10000008","Mixed","ONS 5","Boys","All/Boys/Girls","60","70"
"Devon","E10000008","White","ONS 5","Boys","All/Boys/Girls","55","71"
"Dorset","E10000009","All","ONS 5","Boys","All/Boys/Girls","53","69"
"Dorset","E10000009","Asian","ONS 5","Boys","All/Boys/Girls","61","75"
"Dorset","E10000009","Black","ONS 5","Boys","All/Boys/Girls","!","!"
"Dorset","E10000009","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"Dorset","E10000009","Mixed","ONS 5","Boys","All/Boys/Girls","55","79"
"Dorset","E10000009","White","ONS 5","Boys","All/Boys/Girls","53","68"
"Gloucestershire","E10000013","All","ONS 5","Boys","All/Boys/Girls","55","68"
"Gloucestershire","E10000013","Asian","ONS 5","Boys","All/Boys/Girls","56","74"
"Gloucestershire","E10000013","Black","ONS 5","Boys","All/Boys/Girls","56","63"
"Gloucestershire","E10000013","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"Gloucestershire","E10000013","Mixed","ONS 5","Boys","All/Boys/Girls","55","69"
"Gloucestershire","E10000013","White","ONS 5","Boys","All/Boys/Girls","55","69"
"Isles of Scilly","E06000053","All","ONS 5","Boys","All/Boys/Girls","!","!"
"Isles of Scilly","E06000053","Asian","ONS 5","Boys","All/Boys/Girls","!","!"
"Isles of Scilly","E06000053","Black","ONS 5","Boys","All/Boys/Girls","!","!"
"Isles of Scilly","E06000053","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"Isles of Scilly","E06000053","Mixed","ONS 5","Boys","All/Boys/Girls","!","!"
"Isles of Scilly","E06000053","White","ONS 5","Boys","All/Boys/Girls","!","!"
"North Somerset","E06000024","All","ONS 5","Boys","All/Boys/Girls","60","76"
"North Somerset","E06000024","Asian","ONS 5","Boys","All/Boys/Girls","!","!"
"North Somerset","E06000024","Black","ONS 5","Boys","All/Boys/Girls","!","100"
"North Somerset","E06000024","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"North Somerset","E06000024","Mixed","ONS 5","Boys","All/Boys/Girls","65","81"
"North Somerset","E06000024","White","ONS 5","Boys","All/Boys/Girls","59","75"
"Plymouth","E06000026","All","ONS 5","Boys","All/Boys/Girls","55","70"
"Plymouth","E06000026","Asian","ONS 5","Boys","All/Boys/Girls","!","!"
"Plymouth","E06000026","Black","ONS 5","Boys","All/Boys/Girls","!","!"
"Plymouth","E06000026","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"Plymouth","E06000026","Mixed","ONS 5","Boys","All/Boys/Girls","64","71"
"Plymouth","E06000026","White","ONS 5","Boys","All/Boys/Girls","55","70"
"Poole","E06000029","All","ONS 5","Boys","All/Boys/Girls","63","73"
"Poole","E06000029","Asian","ONS 5","Boys","All/Boys/Girls","77","81"
"Poole","E06000029","Black","ONS 5","Boys","All/Boys/Girls","!","!"
"Poole","E06000029","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"Poole","E06000029","Mixed","ONS 5","Boys","All/Boys/Girls","75","80"
"Poole","E06000029","White","ONS 5","Boys","All/Boys/Girls","63","73"
"Somerset","E10000027","All","ONS 5","Boys","All/Boys/Girls","60","74"
"Somerset","E10000027","Asian","ONS 5","Boys","All/Boys/Girls","60","72"
"Somerset","E10000027","Black","ONS 5","Boys","All/Boys/Girls","!","!"
"Somerset","E10000027","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"Somerset","E10000027","Mixed","ONS 5","Boys","All/Boys/Girls","61","76"
"Somerset","E10000027","White","ONS 5","Boys","All/Boys/Girls","60","74"
"South Gloucestershire","E06000025","All","ONS 5","Boys","All/Boys/Girls","62","72"
"South Gloucestershire","E06000025","Asian","ONS 5","Boys","All/Boys/Girls","67","82"
"South Gloucestershire","E06000025","Black","ONS 5","Boys","All/Boys/Girls","60","67"
"South Gloucestershire","E06000025","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"South Gloucestershire","E06000025","Mixed","ONS 5","Boys","All/Boys/Girls","58","81"
"South Gloucestershire","E06000025","White","ONS 5","Boys","All/Boys/Girls","62","71"
"Swindon","E06000030","All","ONS 5","Boys","All/Boys/Girls","53","73"
"Swindon","E06000030","Asian","ONS 5","Boys","All/Boys/Girls","62","81"
"Swindon","E06000030","Black","ONS 5","Boys","All/Boys/Girls","56","86"
"Swindon","E06000030","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"Swindon","E06000030","Mixed","ONS 5","Boys","All/Boys/Girls","57","82"
"Swindon","E06000030","White","ONS 5","Boys","All/Boys/Girls","51","71"
"Torbay","E06000027","All","ONS 5","Boys","All/Boys/Girls","57","74"
"Torbay","E06000027","Asian","ONS 5","Boys","All/Boys/Girls","!","!"
"Torbay","E06000027","Black","ONS 5","Boys","All/Boys/Girls","!","!"
"Torbay","E06000027","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"Torbay","E06000027","Mixed","ONS 5","Boys","All/Boys/Girls","61","86"
"Torbay","E06000027","White","ONS 5","Boys","All/Boys/Girls","57","74"
"Wiltshire","E06000054","All","ONS 5","Boys","All/Boys/Girls","57","70"
"Wiltshire","E06000054","Asian","ONS 5","Boys","All/Boys/Girls","71","76"
"Wiltshire","E06000054","Black","ONS 5","Boys","All/Boys/Girls","63","81"
"Wiltshire","E06000054","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"Wiltshire","E06000054","Mixed","ONS 5","Boys","All/Boys/Girls","66","78"
"Wiltshire","E06000054","White","ONS 5","Boys","All/Boys/Girls","56","70"
"Birmingham","E08000025","All","ONS 5","Boys","All/Boys/Girls","54","68"
"Birmingham","E08000025","Asian","ONS 5","Boys","All/Boys/Girls","57","70"
"Birmingham","E08000025","Black","ONS 5","Boys","All/Boys/Girls","58","71"
"Birmingham","E08000025","Chinese","ONS 5","Boys","All/Boys/Girls","73","92"
"Birmingham","E08000025","Mixed","ONS 5","Boys","All/Boys/Girls","52","70"
"Birmingham","E08000025","White","ONS 5","Boys","All/Boys/Girls","51","67"
"Coventry","E08000026","All","ONS 5","Boys","All/Boys/Girls","55","70"
"Coventry","E08000026","Asian","ONS 5","Boys","All/Boys/Girls","65","78"
"Coventry","E08000026","Black","ONS 5","Boys","All/Boys/Girls","58","72"
"Coventry","E08000026","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"Coventry","E08000026","Mixed","ONS 5","Boys","All/Boys/Girls","56","72"
"Coventry","E08000026","White","ONS 5","Boys","All/Boys/Girls","52","66"
"Dudley","E08000027","All","ONS 5","Boys","All/Boys/Girls","57","73"
"Dudley","E08000027","Asian","ONS 5","Boys","All/Boys/Girls","59","68"
"Dudley","E08000027","Black","ONS 5","Boys","All/Boys/Girls","70","86"
"Dudley","E08000027","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"Dudley","E08000027","Mixed","ONS 5","Boys","All/Boys/Girls","63","74"
"Dudley","E08000027","White","ONS 5","Boys","All/Boys/Girls","56","73"
"Herefordshire, County of","E06000019","All","ONS 5","Boys","All/Boys/Girls","61","75"
"Herefordshire, County of","E06000019","Asian","ONS 5","Boys","All/Boys/Girls","!","!"
"Herefordshire, County of","E06000019","Black","ONS 5","Boys","All/Boys/Girls","!","!"
"Herefordshire, County of","E06000019","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"Herefordshire, County of","E06000019","Mixed","ONS 5","Boys","All/Boys/Girls","72","86"
"Herefordshire, County of","E06000019","White","ONS 5","Boys","All/Boys/Girls","61","75"
"Sandwell","E08000028","All","ONS 5","Boys","All/Boys/Girls","51","67"
"Sandwell","E08000028","Asian","ONS 5","Boys","All/Boys/Girls","58","75"
"Sandwell","E08000028","Black","ONS 5","Boys","All/Boys/Girls","54","72"
"Sandwell","E08000028","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"Sandwell","E08000028","Mixed","ONS 5","Boys","All/Boys/Girls","50","67"
"Sandwell","E08000028","White","ONS 5","Boys","All/Boys/Girls","49","63"
"Shropshire","E06000051","All","ONS 5","Boys","All/Boys/Girls","54","71"
"Shropshire","E06000051","Asian","ONS 5","Boys","All/Boys/Girls","!","!"
"Shropshire","E06000051","Black","ONS 5","Boys","All/Boys/Girls","!","!"
"Shropshire","E06000051","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"Shropshire","E06000051","Mixed","ONS 5","Boys","All/Boys/Girls","49","92"
"Shropshire","E06000051","White","ONS 5","Boys","All/Boys/Girls","54","71"
"Solihull","E08000029","All","ONS 5","Boys","All/Boys/Girls","64","77"
"Solihull","E08000029","Asian","ONS 5","Boys","All/Boys/Girls","69","78"
"Solihull","E08000029","Black","ONS 5","Boys","All/Boys/Girls","58","84"
"Solihull","E08000029","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"Solihull","E08000029","Mixed","ONS 5","Boys","All/Boys/Girls","67","80"
"Solihull","E08000029","White","ONS 5","Boys","All/Boys/Girls","63","76"
"Staffordshire","E10000028","All","ONS 5","Boys","All/Boys/Girls","60","76"
"Staffordshire","E10000028","Asian","ONS 5","Boys","All/Boys/Girls","68","78"
"Staffordshire","E10000028","Black","ONS 5","Boys","All/Boys/Girls","38","85"
"Staffordshire","E10000028","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"Staffordshire","E10000028","Mixed","ONS 5","Boys","All/Boys/Girls","58","77"
"Staffordshire","E10000028","White","ONS 5","Boys","All/Boys/Girls","60","76"
"Stoke-on-Trent","E06000021","All","ONS 5","Boys","All/Boys/Girls","53","69"
"Stoke-on-Trent","E06000021","Asian","ONS 5","Boys","All/Boys/Girls","53","72"
"Stoke-on-Trent","E06000021","Black","ONS 5","Boys","All/Boys/Girls","52","82"
"Stoke-on-Trent","E06000021","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"Stoke-on-Trent","E06000021","Mixed","ONS 5","Boys","All/Boys/Girls","53","77"
"Stoke-on-Trent","E06000021","White","ONS 5","Boys","All/Boys/Girls","54","68"
"Telford and Wrekin","E06000020","All","ONS 5","Boys","All/Boys/Girls","61","76"
"Telford and Wrekin","E06000020","Asian","ONS 5","Boys","All/Boys/Girls","60","79"
"Telford and Wrekin","E06000020","Black","ONS 5","Boys","All/Boys/Girls","73","89"
"Telford and Wrekin","E06000020","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"Telford and Wrekin","E06000020","Mixed","ONS 5","Boys","All/Boys/Girls","76","63"
"Telford and Wrekin","E06000020","White","ONS 5","Boys","All/Boys/Girls","60","76"
"Walsall","E08000030","All","ONS 5","Boys","All/Boys/Girls","55","69"
"Walsall","E08000030","Asian","ONS 5","Boys","All/Boys/Girls","61","76"
"Walsall","E08000030","Black","ONS 5","Boys","All/Boys/Girls","69","73"
"Walsall","E08000030","Chinese","ONS 5","Boys","All/Boys/Girls","!","100"
"Walsall","E08000030","Mixed","ONS 5","Boys","All/Boys/Girls","54","70"
"Walsall","E08000030","White","ONS 5","Boys","All/Boys/Girls","54","68"
"Warwickshire","E10000031","All","ONS 5","Boys","All/Boys/Girls","60","75"
"Warwickshire","E10000031","Asian","ONS 5","Boys","All/Boys/Girls","73","86"
"Warwickshire","E10000031","Black","ONS 5","Boys","All/Boys/Girls","58","74"
"Warwickshire","E10000031","Chinese","ONS 5","Boys","All/Boys/Girls","70","100"
"Warwickshire","E10000031","Mixed","ONS 5","Boys","All/Boys/Girls","62","77"
"Warwickshire","E10000031","White","ONS 5","Boys","All/Boys/Girls","59","74"
"Wolverhampton","E08000031","All","ONS 5","Boys","All/Boys/Girls","55","69"
"Wolverhampton","E08000031","Asian","ONS 5","Boys","All/Boys/Girls","60","74"
"Wolverhampton","E08000031","Black","ONS 5","Boys","All/Boys/Girls","64","80"
"Wolverhampton","E08000031","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"Wolverhampton","E08000031","Mixed","ONS 5","Boys","All/Boys/Girls","54","74"
"Wolverhampton","E08000031","White","ONS 5","Boys","All/Boys/Girls","52","65"
"Worcestershire","E10000034","All","ONS 5","Boys","All/Boys/Girls","54","69"
"Worcestershire","E10000034","Asian","ONS 5","Boys","All/Boys/Girls","49","59"
"Worcestershire","E10000034","Black","ONS 5","Boys","All/Boys/Girls","63","38"
"Worcestershire","E10000034","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"Worcestershire","E10000034","Mixed","ONS 5","Boys","All/Boys/Girls","52","78"
"Worcestershire","E10000034","White","ONS 5","Boys","All/Boys/Girls","55","69"
"Barnsley","E08000016","All","ONS 5","Boys","All/Boys/Girls","55","73"
"Barnsley","E08000016","Asian","ONS 5","Boys","All/Boys/Girls","30","57"
"Barnsley","E08000016","Black","ONS 5","Boys","All/Boys/Girls","67","76"
"Barnsley","E08000016","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"Barnsley","E08000016","Mixed","ONS 5","Boys","All/Boys/Girls","66","76"
"Barnsley","E08000016","White","ONS 5","Boys","All/Boys/Girls","56","73"
"Bradford","E08000032","All","ONS 5","Boys","All/Boys/Girls","57","71"
"Bradford","E08000032","Asian","ONS 5","Boys","All/Boys/Girls","61","75"
"Bradford","E08000032","Black","ONS 5","Boys","All/Boys/Girls","48","73"
"Bradford","E08000032","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"Bradford","E08000032","Mixed","ONS 5","Boys","All/Boys/Girls","53","74"
"Bradford","E08000032","White","ONS 5","Boys","All/Boys/Girls","54","68"
"Calderdale","E08000033","All","ONS 5","Boys","All/Boys/Girls","46","63"
"Calderdale","E08000033","Asian","ONS 5","Boys","All/Boys/Girls","41","54"
"Calderdale","E08000033","Black","ONS 5","Boys","All/Boys/Girls","!","!"
"Calderdale","E08000033","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"Calderdale","E08000033","Mixed","ONS 5","Boys","All/Boys/Girls","46","59"
"Calderdale","E08000033","White","ONS 5","Boys","All/Boys/Girls","48","65"
"Doncaster","E08000017","All","ONS 5","Boys","All/Boys/Girls","57","71"
"Doncaster","E08000017","Asian","ONS 5","Boys","All/Boys/Girls","55","67"
"Doncaster","E08000017","Black","ONS 5","Boys","All/Boys/Girls","59","79"
"Doncaster","E08000017","Chinese","ONS 5","Boys","All/Boys/Girls","69","50"
"Doncaster","E08000017","Mixed","ONS 5","Boys","All/Boys/Girls","57","79"
"Doncaster","E08000017","White","ONS 5","Boys","All/Boys/Girls","58","71"
"East Riding of Yorkshire","E06000011","All","ONS 5","Boys","All/Boys/Girls","60","75"
"East Riding of Yorkshire","E06000011","Asian","ONS 5","Boys","All/Boys/Girls","!","!"
"East Riding of Yorkshire","E06000011","Black","ONS 5","Boys","All/Boys/Girls","!","!"
"East Riding of Yorkshire","E06000011","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"East Riding of Yorkshire","E06000011","Mixed","ONS 5","Boys","All/Boys/Girls","60","80"
"East Riding of Yorkshire","E06000011","White","ONS 5","Boys","All/Boys/Girls","60","75"
"Kingston upon Hull, City of","E06000010","All","ONS 5","Boys","All/Boys/Girls","59","71"
"Kingston upon Hull, City of","E06000010","Asian","ONS 5","Boys","All/Boys/Girls","76","75"
"Kingston upon Hull, City of","E06000010","Black","ONS 5","Boys","All/Boys/Girls","42","63"
"Kingston upon Hull, City of","E06000010","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"Kingston upon Hull, City of","E06000010","Mixed","ONS 5","Boys","All/Boys/Girls","73","75"
"Kingston upon Hull, City of","E06000010","White","ONS 5","Boys","All/Boys/Girls","58","72"
"Kirklees","E08000034","All","ONS 5","Boys","All/Boys/Girls","56","70"
"Kirklees","E08000034","Asian","ONS 5","Boys","All/Boys/Girls","57","73"
"Kirklees","E08000034","Black","ONS 5","Boys","All/Boys/Girls","56","76"
"Kirklees","E08000034","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"Kirklees","E08000034","Mixed","ONS 5","Boys","All/Boys/Girls","55","74"
"Kirklees","E08000034","White","ONS 5","Boys","All/Boys/Girls","56","69"
"Leeds","E08000035","All","ONS 5","Boys","All/Boys/Girls","48","61"
"Leeds","E08000035","Asian","ONS 5","Boys","All/Boys/Girls","52","61"
"Leeds","E08000035","Black","ONS 5","Boys","All/Boys/Girls","42","62"
"Leeds","E08000035","Chinese","ONS 5","Boys","All/Boys/Girls","63","57"
"Leeds","E08000035","Mixed","ONS 5","Boys","All/Boys/Girls","46","55"
"Leeds","E08000035","White","ONS 5","Boys","All/Boys/Girls","48","63"
"North East Lincolnshire","E06000012","All","ONS 5","Boys","All/Boys/Girls","61","76"
"North East Lincolnshire","E06000012","Asian","ONS 5","Boys","All/Boys/Girls","!","!"
"North East Lincolnshire","E06000012","Black","ONS 5","Boys","All/Boys/Girls","!","!"
"North East Lincolnshire","E06000012","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"North East Lincolnshire","E06000012","Mixed","ONS 5","Boys","All/Boys/Girls","71","80"
"North East Lincolnshire","E06000012","White","ONS 5","Boys","All/Boys/Girls","60","76"
"North Lincolnshire","E06000013","All","ONS 5","Boys","All/Boys/Girls","66","79"
"North Lincolnshire","E06000013","Asian","ONS 5","Boys","All/Boys/Girls","79","89"
"North Lincolnshire","E06000013","Black","ONS 5","Boys","All/Boys/Girls","!","!"
"North Lincolnshire","E06000013","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"North Lincolnshire","E06000013","Mixed","ONS 5","Boys","All/Boys/Girls","!","!"
"North Lincolnshire","E06000013","White","ONS 5","Boys","All/Boys/Girls","65","79"
"North Yorkshire","E10000023","All","ONS 5","Boys","All/Boys/Girls","56","71"
"North Yorkshire","E10000023","Asian","ONS 5","Boys","All/Boys/Girls","62","90"
"North Yorkshire","E10000023","Black","ONS 5","Boys","All/Boys/Girls","25","79"
"North Yorkshire","E10000023","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"North Yorkshire","E10000023","Mixed","ONS 5","Boys","All/Boys/Girls","50","72"
"North Yorkshire","E10000023","White","ONS 5","Boys","All/Boys/Girls","56","71"
"Rotherham","E08000018","All","ONS 5","Boys","All/Boys/Girls","58","73"
"Rotherham","E08000018","Asian","ONS 5","Boys","All/Boys/Girls","59","79"
"Rotherham","E08000018","Black","ONS 5","Boys","All/Boys/Girls","52","67"
"Rotherham","E08000018","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"Rotherham","E08000018","Mixed","ONS 5","Boys","All/Boys/Girls","49","75"
"Rotherham","E08000018","White","ONS 5","Boys","All/Boys/Girls","58","73"
"Sheffield","E08000019","All","ONS 5","Boys","All/Boys/Girls","57","73"
"Sheffield","E08000019","Asian","ONS 5","Boys","All/Boys/Girls","55","74"
"Sheffield","E08000019","Black","ONS 5","Boys","All/Boys/Girls","63","68"
"Sheffield","E08000019","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"Sheffield","E08000019","Mixed","ONS 5","Boys","All/Boys/Girls","55","73"
"Sheffield","E08000019","White","ONS 5","Boys","All/Boys/Girls","57","73"
"Wakefield","E08000036","All","ONS 5","Boys","All/Boys/Girls","54","71"
"Wakefield","E08000036","Asian","ONS 5","Boys","All/Boys/Girls","45","72"
"Wakefield","E08000036","Black","ONS 5","Boys","All/Boys/Girls","59","71"
"Wakefield","E08000036","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"Wakefield","E08000036","Mixed","ONS 5","Boys","All/Boys/Girls","59","79"
"Wakefield","E08000036","White","ONS 5","Boys","All/Boys/Girls","55","71"
"York","E06000014","All","ONS 5","Boys","All/Boys/Girls","57","70"
"York","E06000014","Asian","ONS 5","Boys","All/Boys/Girls","55","58"
"York","E06000014","Black","ONS 5","Boys","All/Boys/Girls","!","100"
"York","E06000014","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"York","E06000014","Mixed","ONS 5","Boys","All/Boys/Girls","55","78"
"York","E06000014","White","ONS 5","Boys","All/Boys/Girls","58","70"
