"Title"," EBacc entry by ethnicity, gender and area"
"Location","England"
"Time period","2015 to 2016"
"Data source","Revised GCSE and equivalent results in England: 2015 to 2016"
"Source","https://ethnicity-facts-and-figures.herokuapp.com"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Denominator","Lower confidence interval","Upper confidence interval","Notes","Boys-Value","Boys-Denominator","Girls-Value","Girls-Denominator"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Wiltshire","Local Authority","E06000054","All pupils","All pupils","42","4899","NA","NA","","38","2434","45","2465"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","County Durham","Local Authority","E06000047","All pupils","All pupils","42","4846","NA","NA","","36","2430","47","2416"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Darlington","Local Authority","E06000005","All pupils","All pupils","38","1086","NA","NA","","34","566","42","520"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Gateshead","Local Authority","E08000037","All pupils","All pupils","40","1810","NA","NA","","35","949","45","861"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Hartlepool","Local Authority","E06000001","All pupils","All pupils","36","1036","NA","NA","","30","505","41","531"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Middlesbrough","Local Authority","E06000002","All pupils","All pupils","20","1164","NA","NA","","15","564","25","600"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Newcastle upon Tyne","Local Authority","E08000021","All pupils","All pupils","34","1913","NA","NA","","30","959","39","954"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","North Tyneside","Local Authority","E08000022","All pupils","All pupils","37","1833","NA","NA","","32","944","42","889"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Northumberland","Local Authority","E06000057","All pupils","All pupils","32","3100","NA","NA","","26","1586","38","1514"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Redcar and Cleveland","Local Authority","E06000003","All pupils","All pupils","29","1567","NA","NA","","23","803","35","764"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","South Tyneside","Local Authority","E08000023","All pupils","All pupils","34","1421","NA","NA","","27","691","41","730"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Stockton-on-Tees","Local Authority","E06000004","All pupils","All pupils","40","1842","NA","NA","","34","983","46","859"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Sunderland","Local Authority","E08000024","All pupils","All pupils","36","2677","NA","NA","","26","1405","47","1272"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Blackburn with Darwen","Local Authority","E06000008","All pupils","All pupils","26","922","NA","NA","","23","452","28","470"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Blackpool","Local Authority","E06000009","All pupils","All pupils","18","1270","NA","NA","","14","624","23","646"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Bolton","Local Authority","E08000001","All pupils","All pupils","26","2354","NA","NA","","23","1243","30","1111"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Bury","Local Authority","E08000002","All pupils","All pupils","48","1636","NA","NA","","46","839","51","797"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Cheshire East","Local Authority","E06000049","All pupils","All pupils","39","3509","NA","NA","","30","1738","47","1771"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Cheshire West and Chester","Local Authority","E06000050","All pupils","All pupils","47","3283","NA","NA","","42","1664","52","1619"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Cumbria","Local Authority","E10000006","All pupils","All pupils","37","4987","NA","NA","","32","2549","41","2438"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Halton","Local Authority","E06000006","All pupils","All pupils","57","1335","NA","NA","","52","675","62","660"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Knowsley","Local Authority","E08000011","All pupils","All pupils","23","1103","NA","NA","","19","582","28","521"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Lancashire","Local Authority","E10000017","All pupils","All pupils","33","10512","NA","NA","","29","5428","38","5084"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Liverpool","Local Authority","E08000012","All pupils","All pupils","40","3919","NA","NA","","35","1945","46","1974"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Manchester","Local Authority","E08000003","All pupils","All pupils","33","2312","NA","NA","","28","1206","38","1106"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Oldham","Local Authority","E08000004","All pupils","All pupils","27","1901","NA","NA","","22","974","32","927"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Rochdale","Local Authority","E08000005","All pupils","All pupils","22","1601","NA","NA","","18","828","26","773"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Salford","Local Authority","E08000006","All pupils","All pupils","45","1832","NA","NA","","39","879","51","953"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Sefton","Local Authority","E08000014","All pupils","All pupils","43","2896","NA","NA","","35","1474","52","1422"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","St. Helens","Local Authority","E08000013","All pupils","All pupils","37","1675","NA","NA","","32","873","43","802"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Stockport","Local Authority","E08000007","All pupils","All pupils","46","2463","NA","NA","","42","1228","49","1235"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Tameside","Local Authority","E08000008","All pupils","All pupils","31","2078","NA","NA","","25","1042","36","1036"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Trafford","Local Authority","E08000009","All pupils","All pupils","46","2118","NA","NA","","43","1052","50","1066"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Warrington","Local Authority","E06000007","All pupils","All pupils","37","2216","NA","NA","","34","1144","41","1072"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Wigan","Local Authority","E08000010","All pupils","All pupils","33","3271","NA","NA","","27","1660","40","1611"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Wirral","Local Authority","E08000015","All pupils","All pupils","49","3222","NA","NA","","46","1521","52","1701"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Barnsley","Local Authority","E08000016","All pupils","All pupils","29","2018","NA","NA","","25","1011","33","1007"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Bradford","Local Authority","E08000032","All pupils","All pupils","31","2979","NA","NA","","25","1455","38","1524"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Calderdale","Local Authority","E08000033","All pupils","All pupils","36","2021","NA","NA","","30","1052","41","969"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Doncaster","Local Authority","E08000017","All pupils","All pupils","27","2808","NA","NA","","22","1433","33","1375"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","East Riding of Yorkshire","Local Authority","E06000011","All pupils","All pupils","37","3222","NA","NA","","29","1604","44","1618"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Kingston upon Hull, City of","Local Authority","E06000010","All pupils","All pupils","42","2028","NA","NA","","40","1008","43","1020"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Kirklees","Local Authority","E08000034","All pupils","All pupils","36","3029","NA","NA","","30","1504","42","1525"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Leeds","Local Authority","E08000035","All pupils","All pupils","41","5700","NA","NA","","35","2938","47","2762"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","North East Lincolnshire","Local Authority","E06000012","All pupils","All pupils","35","1486","NA","NA","","30","737","41","749"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","North Lincolnshire","Local Authority","E06000013","All pupils","All pupils","33","1751","NA","NA","","28","907","37","844"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","North Yorkshire","Local Authority","E10000023","All pupils","All pupils","41","5886","NA","NA","","35","3059","48","2827"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Rotherham","Local Authority","E08000018","All pupils","All pupils","32","2980","NA","NA","","25","1476","38","1504"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Sheffield","Local Authority","E08000019","All pupils","All pupils","39","4001","NA","NA","","34","2074","45","1927"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Wakefield","Local Authority","E08000036","All pupils","All pupils","33","3407","NA","NA","","27","1771","40","1636"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","York","Local Authority","E06000014","All pupils","All pupils","56","1511","NA","NA","","52","774","60","737"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Derby","Local Authority","E06000015","All pupils","All pupils","31","2015","NA","NA","","26","1050","35","965"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Derbyshire","Local Authority","E10000007","All pupils","All pupils","31","7297","NA","NA","","25","3663","36","3634"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Leicester","Local Authority","E06000016","All pupils","All pupils","19","1149","NA","NA","","16","605","22","544"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Leicestershire","Local Authority","E10000018","All pupils","All pupils","30","6108","NA","NA","","25","3122","34","2986"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Lincolnshire","Local Authority","E10000019","All pupils","All pupils","43","7464","NA","NA","","38","3799","48","3665"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Northamptonshire","Local Authority","E10000021","All pupils","All pupils","40","6612","NA","NA","","36","3428","44","3184"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Nottingham","Local Authority","E06000018","All pupils","All pupils","28","1528","NA","NA","","22","784","34","744"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Nottinghamshire","Local Authority","E10000024","All pupils","All pupils","40","7243","NA","NA","","33","3730","47","3513"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Rutland","Local Authority","E06000017","All pupils","All pupils","32","472","NA","NA","","22","258","45","214"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Birmingham","Local Authority","E08000025","All pupils","All pupils","40","4492","NA","NA","","35","2288","46","2204"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Coventry","Local Authority","E08000026","All pupils","All pupils","36","2275","NA","NA","","31","1186","42","1089"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Dudley","Local Authority","E08000027","All pupils","All pupils","33","2974","NA","NA","","29","1556","37","1418"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Herefordshire, County of","Local Authority","E06000019","All pupils","All pupils","43","1681","NA","NA","","35","896","52","785"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Sandwell","Local Authority","E08000028","All pupils","All pupils","19","1986","NA","NA","","16","1029","22","957"
