"Title","Reading attainments for children aged 7 to 11 by ethnicity and area"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 2 statistics https://www.gov.uk/government/statistics/national-curriculum-assessments-key-stage-2-2016-revised"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"Measure","Year","Year_type","Region","Local Authority","LA Code","Ethnicity","Ethnicity type","Gender","Gender_type","Value","Value_type","Denominator"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Staffordshire","E10000028","Black","DFE","All","All/Boys/Girls","53","%","55"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Stoke-on-Trent","E06000021","Black","DFE","All","All/Boys/Girls","57","%","90"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Telford and Wrekin","E06000020","Black","DFE","All","All/Boys/Girls","59","%","49"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Walsall","E08000030","Black","DFE","All","All/Boys/Girls","61","%","140"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Warwickshire","E10000031","Black","DFE","All","All/Boys/Girls","63","%","54"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Wolverhampton","E08000031","Black","DFE","All","All/Boys/Girls","68","%","291"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Worcestershire","E10000034","Black","DFE","All","All/Boys/Girls","58","%","24"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Bedford","E06000055","Black","DFE","All","All/Boys/Girls","61","%","119"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Cambridgeshire","E10000003","Black","DFE","All","All/Boys/Girls","53","%","64"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Central Bedfordshire","E06000056","Black","DFE","All","All/Boys/Girls","59","%","82"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Essex","E10000012","Black","DFE","All","All/Boys/Girls","66","%","412"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Hertfordshire","E10000015","Black","DFE","All","All/Boys/Girls","69","%","540"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Luton","E06000032","Black","DFE","All","All/Boys/Girls","55","%","380"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Norfolk","E10000020","Black","DFE","All","All/Boys/Girls","53","%","49"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Peterborough","E06000031","Black","DFE","All","All/Boys/Girls","56","%","78"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Southend-on-Sea","E06000033","Black","DFE","All","All/Boys/Girls","58","%","53"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Suffolk","E10000029","Black","DFE","All","All/Boys/Girls","69","%","72"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Thurrock","E06000034","Black","DFE","All","All/Boys/Girls","73","%","356"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Camden","E09000007","Black","DFE","All","All/Boys/Girls","64","%","332"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","City of London","E09000001","Black","DFE","All","All/Boys/Girls","100","%","6"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Hackney","E09000012","Black","DFE","All","All/Boys/Girls","66","%","909"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Hammersmith and Fulham","E09000013","Black","DFE","All","All/Boys/Girls","70","%","353"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Haringey","E09000014","Black","DFE","All","All/Boys/Girls","56","%","883"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Islington","E09000019","Black","DFE","All","All/Boys/Girls","63","%","420"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Kensington and Chelsea","E09000020","Black","DFE","All","All/Boys/Girls","82","%","179"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Lambeth","E09000022","Black","DFE","All","All/Boys/Girls","69","%","1,290"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Lewisham","E09000023","Black","DFE","All","All/Boys/Girls","61","%","1,330"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Newham","E09000025","Black","DFE","All","All/Boys/Girls","67","%","1,132"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Southwark","E09000028","Black","DFE","All","All/Boys/Girls","65","%","1,485"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Tower Hamlets","E09000030","Black","DFE","All","All/Boys/Girls","68","%","281"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Wandsworth","E09000032","Black","DFE","All","All/Boys/Girls","60","%","568"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Westminster","E09000033","Black","DFE","All","All/Boys/Girls","64","%","249"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Barking and Dagenham","E09000002","Black","DFE","All","All/Boys/Girls","68","%","964"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Barnet","E09000003","Black","DFE","All","All/Boys/Girls","65","%","483"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Bexley","E09000004","Black","DFE","All","All/Boys/Girls","73","%","517"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Brent","E09000005","Black","DFE","All","All/Boys/Girls","61","%","935"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Bromley","E09000006","Black","DFE","All","All/Boys/Girls","77","%","352"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Croydon","E09000008","Black","DFE","All","All/Boys/Girls","61","%","1,291"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Ealing","E09000009","Black","DFE","All","All/Boys/Girls","61","%","698"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Enfield","E09000010","Black","DFE","All","All/Boys/Girls","56","%","1,040"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Greenwich","E09000011","Black","DFE","All","All/Boys/Girls","76","%","1,054"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Harrow","E09000015","Black","DFE","All","All/Boys/Girls","61","%","330"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Havering","E09000016","Black","DFE","All","All/Boys/Girls","73","%","307"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Hillingdon","E09000017","Black","DFE","All","All/Boys/Girls","66","%","372"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Hounslow","E09000018","Black","DFE","All","All/Boys/Girls","63","%","334"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Kingston upon Thames","E09000021","Black","DFE","All","All/Boys/Girls","62","%","52"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Merton","E09000024","Black","DFE","All","All/Boys/Girls","65","%","348"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Redbridge","E09000026","Black","DFE","All","All/Boys/Girls","59","%","497"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Richmond upon Thames","E09000027","Black","DFE","All","All/Boys/Girls","59","%","69"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Sutton","E09000029","Black","DFE","All","All/Boys/Girls","71","%","155"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Waltham Forest","E09000031","Black","DFE","All","All/Boys/Girls","61","%","640"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Bracknell Forest","E06000036","Black","DFE","All","All/Boys/Girls","49","%","37"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Brighton and Hove","E06000043","Black","DFE","All","All/Boys/Girls","52","%","63"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Buckinghamshire","E10000002","Black","DFE","All","All/Boys/Girls","65","%","141"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","East Sussex","E10000011","Black","DFE","All","All/Boys/Girls","61","%","36"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Hampshire","E10000014","Black","DFE","All","All/Boys/Girls","73","%","152"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Isle of Wight","E06000046","Black","DFE","All","All/Boys/Girls","!","%","0"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Kent","E10000016","Black","DFE","All","All/Boys/Girls","72","%","359"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Medway","E06000035","Black","DFE","All","All/Boys/Girls","77","%","154"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Milton Keynes","E06000042","Black","DFE","All","All/Boys/Girls","66","%","453"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Oxfordshire","E10000025","Black","DFE","All","All/Boys/Girls","52","%","151"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Portsmouth","E06000044","Black","DFE","All","All/Boys/Girls","59","%","64"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Reading","E06000038","Black","DFE","All","All/Boys/Girls","58","%","135"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Slough","E06000039","Black","DFE","All","All/Boys/Girls","59","%","208"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Southampton","E06000045","Black","DFE","All","All/Boys/Girls","76","%","63"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Surrey","E10000030","Black","DFE","All","All/Boys/Girls","67","%","158"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","West Berkshire","E06000037","Black","DFE","All","All/Boys/Girls","68","%","19"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","West Sussex","E10000032","Black","DFE","All","All/Boys/Girls","55","%","132"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Windsor and Maidenhead","E06000040","Black","DFE","All","All/Boys/Girls","67","%","15"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Wokingham","E06000041","Black","DFE","All","All/Boys/Girls","80","%","45"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Bath and North East Somerset","E06000022","Black","DFE","All","All/Boys/Girls","57","%","14"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Bournemouth","E06000028","Black","DFE","All","All/Boys/Girls","64","%","14"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Bristol, City of","E06000023","Black","DFE","All","All/Boys/Girls","52","%","477"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Cornwall","E06000052","Black","DFE","All","All/Boys/Girls","57","%","7"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Devon","E10000008","Black","DFE","All","All/Boys/Girls","50","%","18"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Dorset","E10000009","Black","DFE","All","All/Boys/Girls","!","%","6"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Gloucestershire","E10000013","Black","DFE","All","All/Boys/Girls","57","%","79"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Isles of Scilly","E06000053","Black","DFE","All","All/Boys/Girls","!","%","0"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","North Somerset","E06000024","Black","DFE","All","All/Boys/Girls","!","%","7"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Plymouth","E06000026","Black","DFE","All","All/Boys/Girls","80","%","15"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Poole","E06000029","Black","DFE","All","All/Boys/Girls","!","%","4"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Somerset","E10000027","Black","DFE","All","All/Boys/Girls","58","%","12"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","South Gloucestershire","E06000025","Black","DFE","All","All/Boys/Girls","69","%","36"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Swindon","E06000030","Black","DFE","All","All/Boys/Girls","75","%","69"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Torbay","E06000027","Black","DFE","All","All/Boys/Girls","!","%","!"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Wiltshire","E06000054","Black","DFE","All","All/Boys/Girls","43","%","49"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","County Durham","E06000047","Chinese","DFE","All","All/Boys/Girls","81","%","16"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","Darlington","E06000005","Chinese","DFE","All","All/Boys/Girls","!","%","!"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","Gateshead","E08000037","Chinese","DFE","All","All/Boys/Girls","!","%","4"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","Hartlepool","E06000001","Chinese","DFE","All","All/Boys/Girls","50","%","6"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","Middlesbrough","E06000002","Chinese","DFE","All","All/Boys/Girls","!","%","!"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","Newcastle upon Tyne","E08000021","Chinese","DFE","All","All/Boys/Girls","60","%","15"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","North Tyneside","E08000022","Chinese","DFE","All","All/Boys/Girls","100","%","7"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","Northumberland","E06000057","Chinese","DFE","All","All/Boys/Girls","!","%","4"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","Redcar and Cleveland","E06000003","Chinese","DFE","All","All/Boys/Girls","!","%","4"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","South Tyneside","E08000023","Chinese","DFE","All","All/Boys/Girls","!","%","0"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","Stockton-on-Tees","E06000004","Chinese","DFE","All","All/Boys/Girls","100","%","8"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","Sunderland","E08000024","Chinese","DFE","All","All/Boys/Girls","43","%","7"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Blackburn with Darwen","E06000008","Chinese","DFE","All","All/Boys/Girls","!","%","5"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Blackpool","E06000009","Chinese","DFE","All","All/Boys/Girls","!","%","4"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Bolton","E08000001","Chinese","DFE","All","All/Boys/Girls","!","%","6"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Bury","E08000002","Chinese","DFE","All","All/Boys/Girls","70","%","10"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Cheshire East","E06000049","Chinese","DFE","All","All/Boys/Girls","58","%","12"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Cheshire West and Chester","E06000050","Chinese","DFE","All","All/Boys/Girls","!","%","10"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Cumbria","E10000006","Chinese","DFE","All","All/Boys/Girls","71","%","14"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Halton","E06000006","Chinese","DFE","All","All/Boys/Girls","!","%","!"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Knowsley","E08000011","Chinese","DFE","All","All/Boys/Girls","!","%","3"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Lancashire","E10000017","Chinese","DFE","All","All/Boys/Girls","82","%","33"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Liverpool","E08000012","Chinese","DFE","All","All/Boys/Girls","73","%","49"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Manchester","E08000003","Chinese","DFE","All","All/Boys/Girls","72","%","57"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Oldham","E08000004","Chinese","DFE","All","All/Boys/Girls","!","%","7"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Rochdale","E08000005","Chinese","DFE","All","All/Boys/Girls","!","%","8"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Salford","E08000006","Chinese","DFE","All","All/Boys/Girls","!","%","7"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Sefton","E08000014","Chinese","DFE","All","All/Boys/Girls","!","%","5"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","St. Helens","E08000013","Chinese","DFE","All","All/Boys/Girls","43","%","7"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Stockport","E08000007","Chinese","DFE","All","All/Boys/Girls","79","%","19"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Tameside","E08000008","Chinese","DFE","All","All/Boys/Girls","!","%","7"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Trafford","E08000009","Chinese","DFE","All","All/Boys/Girls","88","%","33"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Warrington","E06000007","Chinese","DFE","All","All/Boys/Girls","!","%","11"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Wigan","E08000010","Chinese","DFE","All","All/Boys/Girls","!","%","12"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Wirral","E08000015","Chinese","DFE","All","All/Boys/Girls","72","%","18"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","Barnsley","E08000016","Chinese","DFE","All","All/Boys/Girls","!","%","3"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","Bradford","E08000032","Chinese","DFE","All","All/Boys/Girls","!","%","6"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","Calderdale","E08000033","Chinese","DFE","All","All/Boys/Girls","!","%","3"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","Doncaster","E08000017","Chinese","DFE","All","All/Boys/Girls","58","%","12"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","East Riding of Yorkshire","E06000011","Chinese","DFE","All","All/Boys/Girls","!","%","5"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","Chinese","DFE","All","All/Boys/Girls","!","%","!"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","Kirklees","E08000034","Chinese","DFE","All","All/Boys/Girls","70","%","10"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","Leeds","E08000035","Chinese","DFE","All","All/Boys/Girls","58","%","43"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","North East Lincolnshire","E06000012","Chinese","DFE","All","All/Boys/Girls","!","%","!"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","North Lincolnshire","E06000013","Chinese","DFE","All","All/Boys/Girls","!","%","6"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","North Yorkshire","E10000023","Chinese","DFE","All","All/Boys/Girls","69","%","16"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","Rotherham","E08000018","Chinese","DFE","All","All/Boys/Girls","57","%","7"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","Sheffield","E08000019","Chinese","DFE","All","All/Boys/Girls","76","%","21"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","Wakefield","E08000036","Chinese","DFE","All","All/Boys/Girls","57","%","14"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","York","E06000014","Chinese","DFE","All","All/Boys/Girls","67","%","9"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East Midlands","Derby","E06000015","Chinese","DFE","All","All/Boys/Girls","64","%","11"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East Midlands","Derbyshire","E10000007","Chinese","DFE","All","All/Boys/Girls","71","%","21"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East Midlands","Leicester","E06000016","Chinese","DFE","All","All/Boys/Girls","56","%","9"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East Midlands","Leicestershire","E10000018","Chinese","DFE","All","All/Boys/Girls","76","%","29"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East Midlands","Lincolnshire","E10000019","Chinese","DFE","All","All/Boys/Girls","100","%","16"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East Midlands","Northamptonshire","E10000021","Chinese","DFE","All","All/Boys/Girls","63","%","19"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East Midlands","Nottingham","E06000018","Chinese","DFE","All","All/Boys/Girls","76","%","17"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East Midlands","Nottinghamshire","E10000024","Chinese","DFE","All","All/Boys/Girls","73","%","22"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East Midlands","Rutland","E06000017","Chinese","DFE","All","All/Boys/Girls","!","%","0"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Birmingham","E08000025","Chinese","DFE","All","All/Boys/Girls","81","%","52"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Coventry","E08000026","Chinese","DFE","All","All/Boys/Girls","56","%","9"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Dudley","E08000027","Chinese","DFE","All","All/Boys/Girls","50","%","8"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Herefordshire, County of","E06000019","Chinese","DFE","All","All/Boys/Girls","!","%","!"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Sandwell","E08000028","Chinese","DFE","All","All/Boys/Girls","!","%","6"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Shropshire","E06000051","Chinese","DFE","All","All/Boys/Girls","!","%","9"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Solihull","E08000029","Chinese","DFE","All","All/Boys/Girls","!","%","10"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Staffordshire","E10000028","Chinese","DFE","All","All/Boys/Girls","63","%","27"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Stoke-on-Trent","E06000021","Chinese","DFE","All","All/Boys/Girls","!","%","11"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Telford and Wrekin","E06000020","Chinese","DFE","All","All/Boys/Girls","!","%","5"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Walsall","E08000030","Chinese","DFE","All","All/Boys/Girls","!","%","10"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Warwickshire","E10000031","Chinese","DFE","All","All/Boys/Girls","81","%","16"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Wolverhampton","E08000031","Chinese","DFE","All","All/Boys/Girls","63","%","8"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Worcestershire","E10000034","Chinese","DFE","All","All/Boys/Girls","!","%","10"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Bedford","E06000055","Chinese","DFE","All","All/Boys/Girls","!","%","6"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Cambridgeshire","E10000003","Chinese","DFE","All","All/Boys/Girls","58","%","38"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Central Bedfordshire","E06000056","Chinese","DFE","All","All/Boys/Girls","47","%","15"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Essex","E10000012","Chinese","DFE","All","All/Boys/Girls","78","%","54"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Hertfordshire","E10000015","Chinese","DFE","All","All/Boys/Girls","83","%","52"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Luton","E06000032","Chinese","DFE","All","All/Boys/Girls","!","%","8"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Norfolk","E10000020","Chinese","DFE","All","All/Boys/Girls","64","%","25"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Peterborough","E06000031","Chinese","DFE","All","All/Boys/Girls","57","%","7"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Southend-on-Sea","E06000033","Chinese","DFE","All","All/Boys/Girls","!","%","11"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Suffolk","E10000029","Chinese","DFE","All","All/Boys/Girls","!","%","7"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Thurrock","E06000034","Chinese","DFE","All","All/Boys/Girls","!","%","15"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Camden","E09000007","Chinese","DFE","All","All/Boys/Girls","!","%","14"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","City of London","E09000001","Chinese","DFE","All","All/Boys/Girls","!","%","0"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Hackney","E09000012","Chinese","DFE","All","All/Boys/Girls","!","%","17"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Hammersmith and Fulham","E09000013","Chinese","DFE","All","All/Boys/Girls","!","%","5"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Haringey","E09000014","Chinese","DFE","All","All/Boys/Girls","57","%","21"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Islington","E09000019","Chinese","DFE","All","All/Boys/Girls","!","%","4"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Kensington and Chelsea","E09000020","Chinese","DFE","All","All/Boys/Girls","!","%","5"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Lambeth","E09000022","Chinese","DFE","All","All/Boys/Girls","81","%","16"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Lewisham","E09000023","Chinese","DFE","All","All/Boys/Girls","76","%","41"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Newham","E09000025","Chinese","DFE","All","All/Boys/Girls","64","%","14"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Southwark","E09000028","Chinese","DFE","All","All/Boys/Girls","76","%","33"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Tower Hamlets","E09000030","Chinese","DFE","All","All/Boys/Girls","!","%","11"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Wandsworth","E09000032","Chinese","DFE","All","All/Boys/Girls","64","%","11"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Westminster","E09000033","Chinese","DFE","All","All/Boys/Girls","!","%","11"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Barking and Dagenham","E09000002","Chinese","DFE","All","All/Boys/Girls","!","%","11"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Barnet","E09000003","Chinese","DFE","All","All/Boys/Girls","84","%","50"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Bexley","E09000004","Chinese","DFE","All","All/Boys/Girls","88","%","25"
