"Title","Employment"
"Location","England, Wales and Scotland"
"Time period","2004 to 2016"
"Data source","Department for Work and Pensions"
"Data source link","https://www.ons.gov.uk/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/qmis/annualpopulationsurveyapsqmi"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","December 2016"
"DATE","ECON_STATUS","REGION","ETHNICITY","SEX","AGE_BAND","AGE_GROUP","NUMERATOR","DENOMINATOR","SAMP_SIZE","Value","CONFIDENCE_INTERVAL","SUPRESS"
"Jan12-Dec12","Employed","North East","All","Male","16-24","16-64","76,411","160,972","996","47.5","3.1",""
"Jan12-Dec12","Employed","North East","All","Male","25-49","16-64","338,127","408,144","2,782","82.8","1.4",""
"Jan12-Dec12","Employed","North East","All","Male","50-64","16-64","157,648","248,819","2,081","63.4","2.1",""
"Jan12-Dec12","Employed","North East","White British","All","All","16-64","1,034,154","1,556,452","11,773","66.4","1.3",""
"Jan12-Dec12","Employed","North East","White British","All","16-24","16-64","144,061","296,364","1,926","48.6","3.5",""
"Jan12-Dec12","Employed","North East","White British","All","25-49","16-64","602,092","765,964","5,614","78.6","1.7",""
"Jan12-Dec12","Employed","North East","White British","All","50-64","16-64","288,001","494,124","4,233","58.3","2.3",""
"Jan12-Dec12","Employed","North East","White British","Female","All","16-64","496,963","788,847","6,267","63","1.9",""
"Jan12-Dec12","Employed","North East","White British","Female","16-24","16-64","69,536","144,219","986","48.2","4.9",""
"Jan12-Dec12","Employed","North East","White British","Female","25-49","16-64","291,495","392,449","3,072","74.3","2.4",""
"Jan12-Dec12","Employed","North East","White British","Female","50-64","16-64","135,932","252,179","2,209","53.9","3.3",""
"Jan12-Dec12","Employed","North East","White British","Male","All","16-64","537,191","767,605","5,506","70","1.9",""
"Jan12-Dec12","Employed","North East","White British","Male","16-24","16-64","74,525","152,145","940","49","5",""
"Jan12-Dec12","Employed","North East","White British","Male","25-49","16-64","310,597","373,515","2,542","83.2","2.3",""
"Jan12-Dec12","Employed","North East","White British","Male","50-64","16-64","152,069","241,945","2,024","62.9","3.3",""
"Jan12-Dec12","Employed","North East","White Other","All","All","16-64","16,842","24,324","170","69.2","11",""
"Jan12-Dec12","Employed","North East","White Other","All","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","White Other","All","25-49","16-64","14,044","18,530","127","75.8","11.8",""
"Jan12-Dec12","Employed","North East","White Other","All","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","White Other","Female","All","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","White Other","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","White Other","Female","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","White Other","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","White Other","Male","All","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","White Other","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","White Other","Male","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","White Other","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Black","All","All","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Black","All","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Black","All","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Black","All","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Black","Female","All","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Black","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Black","Female","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Black","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Black","Male","All","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Black","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Black","Male","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Black","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Mixed","All","All","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Mixed","All","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Mixed","All","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Mixed","All","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Mixed","Female","All","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Mixed","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Mixed","Female","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Mixed","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Mixed","Male","All","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Mixed","Male","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Mixed","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Indian","All","All","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Indian","All","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Indian","All","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Indian","All","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Indian","Female","All","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Indian","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Indian","Female","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Indian","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Indian","Male","All","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Indian","Male","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Indian","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Pakistani/Bangladeshi","All","All","16-64","11,454","22,280","186","51.4","11.3",""
"Jan12-Dec12","Employed","North East","Pakistani/Bangladeshi","All","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Pakistani/Bangladeshi","All","25-49","16-64","8,803","14,064","118","62.6","13.8",""
"Jan12-Dec12","Employed","North East","Pakistani/Bangladeshi","All","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Pakistani/Bangladeshi","Female","All","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Pakistani/Bangladeshi","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Pakistani/Bangladeshi","Female","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Pakistani/Bangladeshi","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Pakistani/Bangladeshi","Male","All","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Pakistani/Bangladeshi","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Pakistani/Bangladeshi","Male","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Pakistani/Bangladeshi","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Other Asian","All","All","16-64","7,867","17,255","120","45.6","14.1",""
"Jan12-Dec12","Employed","North East","Other Asian","All","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Other Asian","All","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Other Asian","All","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Other Asian","Female","All","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Other Asian","Female","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Other Asian","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Other Asian","Male","All","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Other Asian","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Other Asian","Male","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Other Asian","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Other","All","All","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Other","All","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Other","All","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Other","All","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Other","Female","All","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Other","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Other","Female","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Other","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Other","Male","All","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Other","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Other","Male","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Other","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Unreported","All","All","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Unreported","All","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Unreported","All","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Unreported","All","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Unreported","Female","All","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Unreported","Female","25-49","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Unreported","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Unreported","Male","All","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Unreported","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North East","Unreported","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North West","All","All","All","16-64","3,096,294","4,500,297","23,362","68.8","0.6",""
"Jan12-Dec12","Employed","North West","All","All","16-24","16-64","417,010","844,823","3,695","49.4","1.6",""
"Jan12-Dec12","Employed","North West","All","All","25-49","16-64","1,867,139","2,349,414","11,921","79.5","0.7",""
"Jan12-Dec12","Employed","North West","All","All","50-64","16-64","812,145","1,306,060","7,746","62.2","1.1",""
"Jan12-Dec12","Employed","North West","All","Female","All","16-64","1,473,758","2,266,397","12,390","65","0.8",""
"Jan12-Dec12","Employed","North West","All","Female","16-24","16-64","208,494","418,517","1,929","49.8","2.2",""
"Jan12-Dec12","Employed","North West","All","Female","25-49","16-64","887,597","1,189,236","6,419","74.6","1.1",""
"Jan12-Dec12","Employed","North West","All","Female","50-64","16-64","377,667","658,644","4,042","57.3","1.5",""
"Jan12-Dec12","Employed","North West","All","Male","All","16-64","1,622,536","2,233,900","10,972","72.6","0.8",""
"Jan12-Dec12","Employed","North West","All","Male","16-24","16-64","208,516","426,306","1,766","48.9","2.3",""
"Jan12-Dec12","Employed","North West","All","Male","25-49","16-64","979,542","1,160,178","5,502","84.4","1",""
"Jan12-Dec12","Employed","North West","All","Male","50-64","16-64","434,478","647,416","3,704","67.1","1.5",""
"Jan12-Dec12","Employed","North West","White British","All","All","16-64","2,775,687","3,951,715","20,518","70.2","1",""
"Jan12-Dec12","Employed","North West","White British","All","16-24","16-64","384,739","738,795","3,222","52.1","2.7",""
"Jan12-Dec12","Employed","North West","White British","All","25-49","16-64","1,620,798","1,988,555","10,044","81.5","1.2",""
"Jan12-Dec12","Employed","North West","White British","All","50-64","16-64","770,150","1,224,365","7,252","62.9","1.8",""
"Jan12-Dec12","Employed","North West","White British","Female","All","16-64","1,344,975","1,997,210","10,916","67.3","1.4",""
"Jan12-Dec12","Employed","North West","White British","Female","16-24","16-64","189,643","364,552","1,678","52","3.8",""
"Jan12-Dec12","Employed","North West","White British","Female","25-49","16-64","793,180","1,013,333","5,439","78.3","1.7",""
"Jan12-Dec12","Employed","North West","White British","Female","50-64","16-64","362,152","619,325","3,799","58.5","2.5",""
"Jan12-Dec12","Employed","North West","White British","Male","All","16-64","1,430,712","1,954,505","9,602","73.2","1.4",""
"Jan12-Dec12","Employed","North West","White British","Male","16-24","16-64","195,096","374,243","1,544","52.1","3.9",""
"Jan12-Dec12","Employed","North West","White British","Male","25-49","16-64","827,618","975,222","4,605","84.9","1.6",""
"Jan12-Dec12","Employed","North West","White British","Male","50-64","16-64","407,998","605,040","3,453","67.4","2.5",""
"Jan12-Dec12","Employed","North West","White Other","All","All","16-64","101,644","139,332","680","73","5.3",""
"Jan12-Dec12","Employed","North West","White Other","All","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North West","White Other","All","25-49","16-64","80,231","98,591","471","81.4","5.6",""
"Jan12-Dec12","Employed","North West","White Other","All","50-64","16-64","13,972","23,093","145","60.5","12.6",""
"Jan12-Dec12","Employed","North West","White Other","Female","All","16-64","44,153","68,809","350","64.2","7.9",""
"Jan12-Dec12","Employed","North West","White Other","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North West","White Other","Female","25-49","16-64","32,496","47,048","240","69.1","9.2",""
"Jan12-Dec12","Employed","North West","White Other","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North West","White Other","Male","All","16-64","57,491","70,523","330","81.5","6.6",""
"Jan12-Dec12","Employed","North West","White Other","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North West","White Other","Male","25-49","16-64","47,735","51,543","231","92.6","5.3",""
"Jan12-Dec12","Employed","North West","White Other","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North West","Black","All","All","16-64","45,949","77,879","369","59","7.9",""
"Jan12-Dec12","Employed","North West","Black","All","16-24","16-64","?","?","?","?","?","Supress"
"Jan12-Dec12","Employed","North West","Black","All","25-49","16-64","34,409","50,117","241","68.7","9.3",""
