"Title","Armed forces workforce"
"Location","UK"
"Time period","2012 to 2018"
"Data source","Ministry of Defence"
"Data source link","https://www.gov.uk/government/statistics/uk-armed-forces-biannual-diversity-statistics-2018"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-10-02"
"Ethnicity","Service","Rank","NATO_code","Rank","Year","Value","Number","Note","Number_Note"
"White Background","Army","Other Ranks","OR-9","Warrant Officer Class 1","Oct-13","98.6","1370","NA","NA"
"White Background","Army","Other Ranks","OR-9","Warrant Officer Class 1","Oct-14","98.6","1330","NA","NA"
"White Background","Army","Other Ranks","OR-9","Warrant Officer Class 1","Oct-15","98.3","1270","NA","NA"
"White Background","Army","Other Ranks","OR-9","Warrant Officer Class 1","Oct-16","98.2","1270","NA","NA"
"White Background","Army","Other Ranks","OR-9","Warrant Officer Class 1","Oct-17","98.3","1300","NA","NA"
"White Background","Royal Air Force","All Ranks","All","All","Apr-12","98","37310","NA","NA"
"White Background","Royal Air Force","All Ranks","All","All","Apr-13","98","34760","NA","NA"
"White Background","Royal Air Force","All Ranks","All","All","Apr-14","97.9","33090","NA","NA"
"White Background","Royal Air Force","All Ranks","All","All","Apr-15","97.9","32190","NA","NA"
"White Background","Royal Air Force","All Ranks","All","All","Apr-16","97.8","31740","NA","NA"
"White Background","Royal Air Force","All Ranks","All","All","Apr-17","97.8","31670","NA","NA"
"White Background","Royal Air Force","All Ranks","All","All","Apr-18","97.7","31370","NA","NA"
"White Background","Royal Air Force","All Ranks","All","All","Oct-12","98","36070","NA","NA"
"White Background","Royal Air Force","All Ranks","All","All","Oct-13","98","33750","NA","NA"
"White Background","Royal Air Force","All Ranks","All","All","Oct-14","97.9","32440","NA","NA"
"White Background","Royal Air Force","All Ranks","All","All","Oct-15","97.9","31880","NA","NA"
"White Background","Royal Air Force","All Ranks","All","All","Oct-16","97.8","31580","NA","NA"
"White Background","Royal Air Force","All Ranks","All","All","Oct-17","97.8","31340","NA","NA"
"White Background","Royal Air Force","Officers","All Officers","All Officers","Apr-12","97.7","8150","NA","NA"
"White Background","Royal Air Force","Officers","All Officers","All Officers","Apr-13","97.7","7480","NA","NA"
"White Background","Royal Air Force","Officers","All Officers","All Officers","Apr-14","97.7","7110","NA","NA"
"White Background","Royal Air Force","Officers","All Officers","All Officers","Apr-15","97.8","7080","NA","NA"
"White Background","Royal Air Force","Officers","All Officers","All Officers","Apr-16","97.8","6940","NA","NA"
"White Background","Royal Air Force","Officers","All Officers","All Officers","Apr-17","97.9","7040","NA","NA"
"White Background","Royal Air Force","Officers","All Officers","All Officers","Apr-18","97.8","7140","NA","NA"
"White Background","Royal Air Force","Officers","All Officers","All Officers","Oct-12","97.7","7780","NA","NA"
"White Background","Royal Air Force","Officers","All Officers","All Officers","Oct-13","97.7","7270","NA","NA"
"White Background","Royal Air Force","Officers","All Officers","All Officers","Oct-14","97.7","7030","NA","NA"
"White Background","Royal Air Force","Officers","All Officers","All Officers","Oct-15","97.9","6960","NA","NA"
"White Background","Royal Air Force","Officers","All Officers","All Officers","Oct-16","97.8","6960","NA","NA"
"White Background","Royal Air Force","Officers","All Officers","All Officers","Oct-17","98","7000","NA","NA"
"White Background","Royal Air Force","Officers","OF-1(D)","Officer Designate","Apr-12","97.6","900","NA","NA"
"White Background","Royal Air Force","Officers","OF-1(D)","Officer Designate","Apr-13","98.4","610","NA","NA"
"White Background","Royal Air Force","Officers","OF-1(D)","Officer Designate","Apr-14","98.7","610","NA","NA"
"White Background","Royal Air Force","Officers","OF-1(D)","Officer Designate","Apr-15","97.3","730","NA","NA"
"White Background","Royal Air Force","Officers","OF-1(D)","Officer Designate","Apr-16","96.5","840","NA","NA"
"White Background","Royal Air Force","Officers","OF-1(D)","Officer Designate","Apr-17","97.4","1010","NA","NA"
"White Background","Royal Air Force","Officers","OF-1(D)","Officer Designate","Apr-18","97.4","1220","NA","NA"
"White Background","Royal Air Force","Officers","OF-1(D)","Officer Designate","Oct-12","98.3","640","NA","NA"
"White Background","Royal Air Force","Officers","OF-1(D)","Officer Designate","Oct-13","98.5","570","NA","NA"
"White Background","Royal Air Force","Officers","OF-1(D)","Officer Designate","Oct-14","98.1","630","NA","NA"
"White Background","Royal Air Force","Officers","OF-1(D)","Officer Designate","Oct-15","97.1","770","NA","NA"
"White Background","Royal Air Force","Officers","OF-1(D)","Officer Designate","Oct-16","96.9","900","NA","NA"
"White Background","Royal Air Force","Officers","OF-1(D)","Officer Designate","Oct-17","97.7","1050","NA","NA"
"White Background","Royal Air Force","Officers","OF-2","Flight Lieutenant","Apr-12","98","3710","NA","NA"
"White Background","Royal Air Force","Officers","OF-2","Flight Lieutenant","Apr-13","97.9","3550","NA","NA"
"White Background","Royal Air Force","Officers","OF-2","Flight Lieutenant","Apr-14","97.9","3260","NA","NA"
"White Background","Royal Air Force","Officers","OF-2","Flight Lieutenant","Apr-15","97.9","3090","NA","NA"
"White Background","Royal Air Force","Officers","OF-2","Flight Lieutenant","Apr-16","98.1","2900","NA","NA"
"White Background","Royal Air Force","Officers","OF-2","Flight Lieutenant","Apr-17","97.8","2820","NA","NA"
"White Background","Royal Air Force","Officers","OF-2","Flight Lieutenant","Apr-18","97.7","2760","NA","NA"
"White Background","Royal Air Force","Officers","OF-2","Flight Lieutenant","Oct-12","97.9","3670","NA","NA"
"White Background","Royal Air Force","Officers","OF-2","Flight Lieutenant","Oct-13","97.9","3410","NA","NA"
"White Background","Royal Air Force","Officers","OF-2","Flight Lieutenant","Oct-14","97.9","3170","NA","NA"
"White Background","Royal Air Force","Officers","OF-2","Flight Lieutenant","Oct-15","98.1","2990","NA","NA"
"White Background","Royal Air Force","Officers","OF-2","Flight Lieutenant","Oct-16","97.9","2880","NA","NA"
"White Background","Royal Air Force","Officers","OF-2","Flight Lieutenant","Oct-17","97.9","2790","NA","NA"
"White Background","Royal Air Force","Officers","OF-3","Squadron Leader","Apr-12","97.1","2140","NA","NA"
"White Background","Royal Air Force","Officers","OF-3","Squadron Leader","Apr-13","97.2","1990","NA","NA"
"White Background","Royal Air Force","Officers","OF-3","Squadron Leader","Apr-14","97.3","1930","NA","NA"
"White Background","Royal Air Force","Officers","OF-3","Squadron Leader","Apr-15","98.1","1920","NA","NA"
"White Background","Royal Air Force","Officers","OF-3","Squadron Leader","Apr-16","98","1910","NA","NA"
"White Background","Royal Air Force","Officers","OF-3","Squadron Leader","Apr-17","98.5","1920","NA","NA"
"White Background","Royal Air Force","Officers","OF-3","Squadron Leader","Apr-18","98.4","1890","NA","NA"
"White Background","Royal Air Force","Officers","OF-3","Squadron Leader","Oct-12","97","2040","NA","NA"
"White Background","Royal Air Force","Officers","OF-3","Squadron Leader","Oct-13","97.3","1930","NA","NA"
"White Background","Royal Air Force","Officers","OF-3","Squadron Leader","Oct-14","97.5","1880","NA","NA"
"White Background","Royal Air Force","Officers","OF-3","Squadron Leader","Oct-15","98.1","1890","NA","NA"
"White Background","Royal Air Force","Officers","OF-3","Squadron Leader","Oct-16","98.3","1860","NA","NA"
"White Background","Royal Air Force","Officers","OF-3","Squadron Leader","Oct-17","98.5","1860","NA","NA"
"White Background","Royal Air Force","Officers","OF-4","Wing Commander","Apr-12","97.3","990","NA","NA"
"White Background","Royal Air Force","Officers","OF-4","Wing Commander","Apr-13","97.4","940","NA","NA"
"White Background","Royal Air Force","Officers","OF-4","Wing Commander","Apr-14","97.1","930","NA","NA"
"White Background","Royal Air Force","Officers","OF-4","Wing Commander","Apr-15","96.7","940","NA","NA"
"White Background","Royal Air Force","Officers","OF-4","Wing Commander","Apr-16","97.2","900","NA","NA"
"White Background","Royal Air Force","Officers","OF-4","Wing Commander","Apr-17","97.4","900","NA","NA"
"White Background","Royal Air Force","Officers","OF-4","Wing Commander","Apr-18","97.4","900","NA","NA"
"White Background","Royal Air Force","Officers","OF-4","Wing Commander","Oct-12","97.4","1000","NA","NA"
"White Background","Royal Air Force","Officers","OF-4","Wing Commander","Oct-13","97.2","960","NA","NA"
"White Background","Royal Air Force","Officers","OF-4","Wing Commander","Oct-14","96.8","950","NA","NA"
"White Background","Royal Air Force","Officers","OF-4","Wing Commander","Oct-15","97.1","930","NA","NA"
"White Background","Royal Air Force","Officers","OF-4","Wing Commander","Oct-16","97.4","930","NA","NA"
"White Background","Royal Air Force","Officers","OF-4","Wing Commander","Oct-17","97.5","930","NA","NA"
"White Background","Royal Air Force","Officers","OF-5","Group Captain","Apr-12","98.7","300","NA","NA"
"White Background","Royal Air Force","Officers","OF-5","Group Captain","Apr-13","99","280","NA","NA"
"White Background","Royal Air Force","Officers","OF-5","Group Captain","Apr-14","99","280","NA","NA"
"White Background","Royal Air Force","Officers","OF-5","Group Captain","Apr-15","99.3","280","NA","NA"
"White Background","Royal Air Force","Officers","OF-5","Group Captain","Apr-16","99.3","290","NA","NA"
"White Background","Royal Air Force","Officers","OF-5","Group Captain","Apr-17","98.2","280","NA","NA"
"White Background","Royal Air Force","Officers","OF-5","Group Captain","Apr-18","98.1","260","NA","NA"
"White Background","Royal Air Force","Officers","OF-5","Group Captain","Oct-12","99","310","NA","NA"
"White Background","Royal Air Force","Officers","OF-5","Group Captain","Oct-13","99","290","NA","NA"
"White Background","Royal Air Force","Officers","OF-5","Group Captain","Oct-14","99","280","NA","NA"
"White Background","Royal Air Force","Officers","OF-5","Group Captain","Oct-15","99.3","280","NA","NA"
"White Background","Royal Air Force","Officers","OF-5","Group Captain","Oct-16","98.6","290","NA","NA"
"White Background","Royal Air Force","Officers","OF-5","Group Captain","Oct-17","98.1","260","NA","NA"
"White Background","Royal Air Force","Officers","OF-6 and above","Air Commodore and above","Apr-12","98.3","110","NA","NA"
"White Background","Royal Air Force","Officers","OF-6 and above","Air Commodore and above","Apr-13","98.1","100","NA","NA"
"White Background","Royal Air Force","Officers","OF-6 and above","Air Commodore and above","Apr-14","98.1","100","NA","NA"
"White Background","Royal Air Force","Officers","OF-6 and above","Air Commodore and above","Apr-15","97.3","110","NA","NA"
"White Background","Royal Air Force","Officers","OF-6 and above","Air Commodore and above","Apr-16","98.1","100","NA","NA"
"White Background","Royal Air Force","Officers","OF-6 and above","Air Commodore and above","Apr-17","98.2","110","NA","NA"
"White Background","Royal Air Force","Officers","OF-6 and above","Air Commodore and above","Apr-18","99.1","110","NA","NA"
"White Background","Royal Air Force","Officers","OF-6 and above","Air Commodore and above","Oct-12","98.2","110","NA","NA"
"White Background","Royal Air Force","Officers","OF-6 and above","Air Commodore and above","Oct-13","98.1","100","NA","NA"
"White Background","Royal Air Force","Officers","OF-6 and above","Air Commodore and above","Oct-14","97.3","110","NA","NA"
"White Background","Royal Air Force","Officers","OF-6 and above","Air Commodore and above","Oct-15","98.1","100","NA","NA"
"White Background","Royal Air Force","Officers","OF-6 and above","Air Commodore and above","Oct-16","98.3","110","NA","NA"
"White Background","Royal Air Force","Officers","OF-6 and above","Air Commodore and above","Oct-17","98.3","120","NA","NA"
"White Background","Royal Air Force","Other Ranks","All Other Ranks","All Other Ranks","Apr-12","98.1","29160","NA","NA"
"White Background","Royal Air Force","Other Ranks","All Other Ranks","All Other Ranks","Apr-13","98","27270","NA","NA"
"White Background","Royal Air Force","Other Ranks","All Other Ranks","All Other Ranks","Apr-14","98","25980","NA","NA"
"White Background","Royal Air Force","Other Ranks","All Other Ranks","All Other Ranks","Apr-15","97.9","25120","NA","NA"
"White Background","Royal Air Force","Other Ranks","All Other Ranks","All Other Ranks","Apr-16","97.8","24800","NA","NA"
"White Background","Royal Air Force","Other Ranks","All Other Ranks","All Other Ranks","Apr-17","97.7","24630","NA","NA"
"White Background","Royal Air Force","Other Ranks","All Other Ranks","All Other Ranks","Apr-18","97.6","24230","NA","NA"
"White Background","Royal Air Force","Other Ranks","All Other Ranks","All Other Ranks","Oct-12","98","28290","NA","NA"
"White Background","Royal Air Force","Other Ranks","All Other Ranks","All Other Ranks","Oct-13","98","26490","NA","NA"
"White Background","Royal Air Force","Other Ranks","All Other Ranks","All Other Ranks","Oct-14","98","25420","NA","NA"
"White Background","Royal Air Force","Other Ranks","All Other Ranks","All Other Ranks","Oct-15","97.9","24920","NA","NA"
"White Background","Royal Air Force","Other Ranks","All Other Ranks","All Other Ranks","Oct-16","97.8","24620","NA","NA"
"White Background","Royal Air Force","Other Ranks","All Other Ranks","All Other Ranks","Oct-17","97.7","24330","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-1/OR-2","Aircraftman","Apr-12","97.9","12700","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-1/OR-2","Aircraftman","Apr-13","97.8","11640","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-1/OR-2","Aircraftman","Apr-14","97.7","11110","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-1/OR-2","Aircraftman","Apr-15","97.5","10820","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-1/OR-2","Aircraftman","Apr-16","97.2","10600","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-1/OR-2","Aircraftman","Apr-17","97","10490","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-1/OR-2","Aircraftman","Apr-18","96.8","10290","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-1/OR-2","Aircraftman","Oct-12","97.9","12170","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-1/OR-2","Aircraftman","Oct-13","97.8","11240","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-1/OR-2","Aircraftman","Oct-14","97.7","10950","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-1/OR-2","Aircraftman","Oct-15","97.4","10710","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-1/OR-2","Aircraftman","Oct-16","97.2","10500","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-1/OR-2","Aircraftman","Oct-17","97","10320","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-3","Lance Corporal","Apr-12","97.1","200","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-3","Lance Corporal","Apr-13","94.9","210","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-3","Lance Corporal","Apr-14","94.9","190","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-3","Lance Corporal","Apr-15","96.6","200","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-3","Lance Corporal","Apr-16","98.4","180","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-3","Lance Corporal","Apr-17","96.7","140","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-3","Lance Corporal","Apr-18","94.8","150","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-3","Lance Corporal","Oct-12","96.1","200","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-3","Lance Corporal","Oct-13","94.5","190","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-3","Lance Corporal","Oct-14","95.5","170","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-3","Lance Corporal","Oct-15","97.8","180","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-3","Lance Corporal","Oct-16","96.7","180","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-3","Lance Corporal","Oct-17","95.7","140","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-4","Corporal","Apr-12","98.1","7270","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-4","Corporal","Apr-13","98.1","6900","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-4","Corporal","Apr-14","98.3","6620","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-4","Corporal","Apr-15","98.2","6380","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-4","Corporal","Apr-16","98","6380","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-4","Corporal","Apr-17","98","6330","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-4","Corporal","Apr-18","97.9","6180","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-4","Corporal","Oct-12","98.1","7190","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-4","Corporal","Oct-13","98.2","6810","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-4","Corporal","Oct-14","98.2","6490","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-4","Corporal","Oct-15","98.1","6410","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-4","Corporal","Oct-16","98","6330","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-4","Corporal","Oct-17","97.9","6240","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-6","Sergeant","Apr-12","98.2","5280","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-6","Sergeant","Apr-13","98.2","5070","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-6","Sergeant","Apr-14","98.3","4800","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-6","Sergeant","Apr-15","98.4","4600","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-6","Sergeant","Apr-16","98.5","4510","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-6","Sergeant","Apr-17","98.5","4530","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-6","Sergeant","Apr-18","98.5","4510","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-6","Sergeant","Oct-12","98.2","5140","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-6","Sergeant","Oct-13","98.3","4850","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-6","Sergeant","Oct-14","98.3","4620","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-6","Sergeant","Oct-15","98.5","4460","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-6","Sergeant","Oct-16","98.5","4480","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-6","Sergeant","Oct-17","98.6","4520","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-7","Flight Sergeant/Chief Technician","Apr-12","98.4","2710","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-7","Flight Sergeant/Chief Technician","Apr-13","98.4","2540","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-7","Flight Sergeant/Chief Technician","Apr-14","98.4","2350","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-7","Flight Sergeant/Chief Technician","Apr-15","98.3","2220","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-7","Flight Sergeant/Chief Technician","Apr-16","98.4","2230","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-7","Flight Sergeant/Chief Technician","Apr-17","98.5","2250","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-7","Flight Sergeant/Chief Technician","Apr-18","98.6","2210","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-7","Flight Sergeant/Chief Technician","Oct-12","98.4","2630","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-7","Flight Sergeant/Chief Technician","Oct-13","98.3","2480","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-7","Flight Sergeant/Chief Technician","Oct-14","98.4","2290","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-7","Flight Sergeant/Chief Technician","Oct-15","98.2","2260","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-7","Flight Sergeant/Chief Technician","Oct-16","98.4","2240","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-7","Flight Sergeant/Chief Technician","Oct-17","98.6","2240","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-8","NA","Apr-12","NA","NA","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-8","NA","Apr-13","NA","NA","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-8","NA","Apr-14","NA","NA","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-8","NA","Apr-15","NA","NA","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-8","NA","Apr-16","NA","NA","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-8","NA","Apr-17","NA","NA","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-8","NA","Apr-18","*","*","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-8","NA","Oct-12","NA","NA","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-8","NA","Oct-13","NA","NA","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-8","NA","Oct-14","NA","NA","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-8","NA","Oct-15","NA","NA","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-8","NA","Oct-16","NA","NA","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-8","NA","Oct-17","*","*","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-9","Warrant Officer","Apr-12","98.4","1000","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-9","Warrant Officer","Apr-13","98.4","930","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-9","Warrant Officer","Apr-14","98.2","910","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-9","Warrant Officer","Apr-15","98.1","900","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-9","Warrant Officer","Apr-16","98","900","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-9","Warrant Officer","Apr-17","98.4","880","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-9","Warrant Officer","Apr-18","98.7","880","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-9","Warrant Officer","Oct-12","98.3","960","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-9","Warrant Officer","Oct-13","98.4","920","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-9","Warrant Officer","Oct-14","98.2","900","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-9","Warrant Officer","Oct-15","98.5","890","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-9","Warrant Officer","Oct-16","98.3","880","NA","NA"
"White Background","Royal Air Force","Other Ranks","OR-9","Warrant Officer","Oct-17","98.2","880","NA","NA"
"White Background","Royal Navy/Royal Marines","All Ranks","All","All","Apr-12","96.5","33800","NA","NA"
"White Background","Royal Navy/Royal Marines","All Ranks","All","All","Apr-13","96.5","32360","NA","NA"
"White Background","Royal Navy/Royal Marines","All Ranks","All","All","Apr-14","96.5","31820","NA","NA"
"White Background","Royal Navy/Royal Marines","All Ranks","All","All","Apr-15","96.5","31260","NA","NA"
"White Background","Royal Navy/Royal Marines","All Ranks","All","All","Apr-16","96.5","31080","NA","NA"
"White Background","Royal Navy/Royal Marines","All Ranks","All","All","Apr-17","96.5","31160","NA","NA"
"White Background","Royal Navy/Royal Marines","All Ranks","All","All","Apr-18","96.2","31030","NA","NA"
"White Background","Royal Navy/Royal Marines","All Ranks","All","All","Oct-12","96.5","33010","NA","NA"
"White Background","Royal Navy/Royal Marines","All Ranks","All","All","Oct-13","96.5","31980","NA","NA"
"White Background","Royal Navy/Royal Marines","All Ranks","All","All","Oct-14","96.5","31400","NA","NA"
"White Background","Royal Navy/Royal Marines","All Ranks","All","All","Oct-15","96.5","31020","NA","NA"
"White Background","Royal Navy/Royal Marines","All Ranks","All","All","Oct-16","96.5","31080","NA","NA"
"White Background","Royal Navy/Royal Marines","All Ranks","All","All","Oct-17","96.4","31030","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","All Officers","All Officers","Apr-12","98.2","6950","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","All Officers","All Officers","Apr-13","98.2","6710","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","All Officers","All Officers","Apr-14","98.2","6600","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","All Officers","All Officers","Apr-15","98.2","6570","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","All Officers","All Officers","Apr-16","98.2","6580","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","All Officers","All Officers","Apr-17","98.1","6610","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","All Officers","All Officers","Apr-18","98.1","6630","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","All Officers","All Officers","Oct-12","98.2","6860","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","All Officers","All Officers","Oct-13","98.2","6660","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","All Officers","All Officers","Oct-14","98.2","6620","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","All Officers","All Officers","Oct-15","98.1","6610","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","All Officers","All Officers","Oct-16","98.2","6640","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","All Officers","All Officers","Oct-17","98.1","6680","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-1(D)","Midshipman","Apr-12","97.7","720","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-1(D)","Midshipman","Apr-13","97.4","690","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-1(D)","Midshipman","Apr-14","97.6","700","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-1(D)","Midshipman","Apr-15","97.9","850","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-1(D)","Midshipman","Apr-16","97.3","1030","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-1(D)","Midshipman","Apr-17","97.3","1160","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-1(D)","Midshipman","Apr-18","97.5","1190","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-1(D)","Midshipman","Oct-12","97.6","660","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-1(D)","Midshipman","Oct-13","97.7","640","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-1(D)","Midshipman","Oct-14","97.9","760","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-1(D)","Midshipman","Oct-15","97.4","970","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-1(D)","Midshipman","Oct-16","97.2","1180","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-1(D)","Midshipman","Oct-17","97.4","1240","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-2","Sub-Lieutenant","Apr-12","98.1","2770","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-2","Sub-Lieutenant","Apr-13","98.1","2680","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-2","Sub-Lieutenant","Apr-14","98.3","2600","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-2","Sub-Lieutenant","Apr-15","98.1","2460","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-2","Sub-Lieutenant","Apr-16","98.2","2240","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-2","Sub-Lieutenant","Apr-17","98.2","2150","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-2","Sub-Lieutenant","Apr-18","98","2160","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-2","Sub-Lieutenant","Oct-12","98","2810","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-2","Sub-Lieutenant","Oct-13","98.2","2740","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-2","Sub-Lieutenant","Oct-14","98.2","2610","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-2","Sub-Lieutenant","Oct-15","98","2420","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-2","Sub-Lieutenant","Oct-16","98.2","2190","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-2","Sub-Lieutenant","Oct-17","98.2","2180","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-3","Lieutenant","Apr-12","98.4","2030","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-3","Lieutenant","Apr-13","98.3","1970","NA","NA"
