"Title","A* to C in English and Maths GCSE by ethnicity, gender and area"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 4 attainment data https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://ethnicity-facts-and-figures.herokuapp.com"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value"," Denominator ","Lower confidence interval","Upper confidence interval","Notes","Boys-Value"," Boys-Denominator ","Notes","Girls-Value"," Girls-Denominator ","Notes"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Portsmouth","Local Authority","E06000044","All pupils","All pupils","57"," 1,515 ","NA","NA","","51"," 809 ","","64"," 706 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Reading","Local Authority","E06000038","All pupils","All pupils","62"," 711 ","NA","NA","","62"," 411 ","","62"," 300 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Slough","Local Authority","E06000039","All pupils","All pupils","63"," 497 ","NA","NA","","55"," 253 ","","71"," 244 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Southampton","Local Authority","E06000045","All pupils","All pupils","54"," 1,593 ","NA","NA","","50"," 798 ","","59"," 795 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Surrey","Local Authority","E10000030","All pupils","All pupils","70"," 8,958 ","NA","NA","","66"," 4,588 ","","74"," 4,370 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","West Berkshire","Local Authority","E06000037","All pupils","All pupils","66"," 1,704 ","NA","NA","","61"," 874 ","","72"," 830 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","West Sussex","Local Authority","E10000032","All pupils","All pupils","65"," 7,316 ","NA","NA","","62"," 3,719 ","","69"," 3,597 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Windsor and Maidenhead","Local Authority","E06000040","All pupils","All pupils","73"," 1,119 ","NA","NA","","68"," 586 ","","78"," 533 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Wokingham","Local Authority","E06000041","All pupils","All pupils","75"," 1,231 ","NA","NA","","70"," 633 ","","79"," 598 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Bath and North East Somerset","Local Authority","E06000022","All pupils","All pupils","70"," 1,863 ","NA","NA","","68"," 903 ","","73"," 960 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Bournemouth","Local Authority","E06000028","All pupils","All pupils","66"," 1,429 ","NA","NA","","63"," 733 ","","70"," 696 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Bristol, City of","Local Authority","E06000023","All pupils","All pupils","60"," 2,316 ","NA","NA","","56"," 1,151 ","","63"," 1,165 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Cornwall","Local Authority","E06000052","All pupils","All pupils","64"," 5,232 ","NA","NA","","61"," 2,665 ","","68"," 2,567 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Devon","Local Authority","E10000008","All pupils","All pupils","65"," 6,726 ","NA","NA","","61"," 3,486 ","","68"," 3,240 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Dorset","Local Authority","E10000009","All pupils","All pupils","65"," 3,933 ","NA","NA","","62"," 1,996 ","","67"," 1,937 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Gloucestershire","Local Authority","E10000013","All pupils","All pupils","66"," 5,882 ","NA","NA","","63"," 3,043 ","","70"," 2,839 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Isles of Scilly","Local Authority","E06000053","All pupils","All pupils","67"," 21 ","NA","NA","","64"," 11 ","","70"," 10 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","North Somerset","Local Authority","E06000024","All pupils","All pupils","63"," 2,043 ","NA","NA","","59"," 1,039 ","","67"," 1,004 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Plymouth","Local Authority","E06000026","All pupils","All pupils","57"," 2,489 ","NA","NA","","51"," 1,273 ","","64"," 1,216 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Poole","Local Authority","E06000029","All pupils","All pupils","68"," 1,338 ","NA","NA","","62"," 689 ","","73"," 649 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Somerset","Local Authority","E10000027","All pupils","All pupils","63"," 4,933 ","NA","NA","","58"," 2,486 ","","67"," 2,447 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","South Gloucestershire","Local Authority","E06000025","All pupils","All pupils","60"," 2,530 ","NA","NA","","58"," 1,324 ","","63"," 1,206 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Swindon","Local Authority","E06000030","All pupils","All pupils","60"," 1,756 ","NA","NA","","56"," 900 ","","65"," 856 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Torbay","Local Authority","E06000027","All pupils","All pupils","65"," 1,335 ","NA","NA","","65"," 701 ","","65"," 634 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","5+1","Wiltshire","Local Authority","E06000054","All pupils","All pupils","66"," 4,582 ","NA","NA","","62"," 2,263 ","","71"," 2,319 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","County Durham","Local Authority","E06000047","All pupils","All pupils","67"," 42 ","NA","NA","","56"," 16 ","","73"," 26 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Darlington","Local Authority","E06000005","All pupils","All pupils","73"," 15 ","NA","NA","","x"," x ","Suppressed","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Gateshead","Local Authority","E08000037","All pupils","All pupils","80"," 20 ","NA","NA","","x"," 11 ","Suppressed","x"," 9 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Hartlepool","Local Authority","E06000001","All pupils","All pupils","63"," 8 ","NA","NA","","x"," x ","Suppressed","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Middlesbrough","Local Authority","E06000002","All pupils","All pupils","66"," 53 ","NA","NA","","64"," 22 ","","68"," 31 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Newcastle upon Tyne","Local Authority","E08000021","All pupils","All pupils","71"," 65 ","NA","NA","","68"," 31 ","","74"," 34 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","North Tyneside","Local Authority","E08000022","All pupils","All pupils","86"," 35 ","NA","NA","","x"," 17 ","Suppressed","x"," 18 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Northumberland","Local Authority","E06000057","All pupils","All pupils","69"," 36 ","NA","NA","","x"," 14 ","Suppressed","x"," 22 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Redcar and Cleveland","Local Authority","E06000003","All pupils","All pupils","65"," 20 ","NA","NA","","56"," 9 ","","73"," 11 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","South Tyneside","Local Authority","E08000023","All pupils","All pupils","53"," 17 ","NA","NA","","x"," 11 ","Suppressed","x"," 6 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Stockton-on-Tees","Local Authority","E06000004","All pupils","All pupils","64"," 25 ","NA","NA","","x"," 16 ","Suppressed","x"," 9 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Sunderland","Local Authority","E08000024","All pupils","All pupils","56"," 27 ","NA","NA","","50"," 12 ","","60"," 15 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Blackburn with Darwen","Local Authority","E06000008","All pupils","All pupils","74"," 61 ","NA","NA","","x"," 30 ","Suppressed","x"," 31 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Blackpool","Local Authority","E06000009","All pupils","All pupils","42"," 24 ","NA","NA","","33"," 12 ","","50"," 12 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Bolton","Local Authority","E08000001","All pupils","All pupils","50"," 88 ","NA","NA","","35"," 46 ","","67"," 42 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Bury","Local Authority","E08000002","All pupils","All pupils","61"," 101 ","NA","NA","","47"," 51 ","","76"," 50 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Cheshire East","Local Authority","E06000049","All pupils","All pupils","66"," 93 ","NA","NA","","56"," 48 ","","76"," 45 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Cheshire West and Chester","Local Authority","E06000050","All pupils","All pupils","71"," 72 ","NA","NA","","66"," 38 ","","77"," 34 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Cumbria","Local Authority","E10000006","All pupils","All pupils","83"," 53 ","NA","NA","","86"," 22 ","","81"," 31 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Halton","Local Authority","E06000006","All pupils","All pupils","76"," 25 ","NA","NA","","x"," 13 ","Suppressed","x"," 12 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Knowsley","Local Authority","E08000011","All pupils","All pupils","57"," 21 ","NA","NA","","55"," 11 ","","60"," 10 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Lancashire","Local Authority","E10000017","All pupils","All pupils","66"," 277 ","NA","NA","","60"," 130 ","","71"," 147 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Liverpool","Local Authority","E08000012","All pupils","All pupils","52"," 203 ","NA","NA","","42"," 104 ","","62"," 99 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Manchester","Local Authority","E08000003","All pupils","All pupils","50"," 344 ","NA","NA","","46"," 175 ","","55"," 169 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Oldham","Local Authority","E08000004","All pupils","All pupils","48"," 90 ","NA","NA","","47"," 38 ","","48"," 52 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Rochdale","Local Authority","E08000005","All pupils","All pupils","61"," 83 ","NA","NA","","64"," 33 ","","60"," 50 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Salford","Local Authority","E08000006","All pupils","All pupils","60"," 80 ","NA","NA","","56"," 45 ","","66"," 35 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Sefton","Local Authority","E08000014","All pupils","All pupils","63"," 60 ","NA","NA","","61"," 28 ","","66"," 32 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","St. Helens","Local Authority","E08000013","All pupils","All pupils","80"," 15 ","NA","NA","","x"," 7 ","Suppressed","x"," 8 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Stockport","Local Authority","E08000007","All pupils","All pupils","73"," 105 ","NA","NA","","70"," 59 ","","78"," 46 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Tameside","Local Authority","E08000008","All pupils","All pupils","68"," 74 ","NA","NA","","56"," 41 ","","82"," 33 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Trafford","Local Authority","E08000009","All pupils","All pupils","73"," 132 ","NA","NA","","65"," 66 ","","80"," 66 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Warrington","Local Authority","E06000007","All pupils","All pupils","51"," 35 ","NA","NA","","40"," 20 ","","67"," 15 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Wigan","Local Authority","E08000010","All pupils","All pupils","55"," 66 ","NA","NA","","30"," 27 ","","72"," 39 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Wirral","Local Authority","E08000015","All pupils","All pupils","70"," 69 ","NA","NA","","65"," 34 ","","74"," 35 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Barnsley","Local Authority","E08000016","All pupils","All pupils","71"," 35 ","NA","NA","","77"," 17 ","","67"," 18 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Bradford","Local Authority","E08000032","All pupils","All pupils","46"," 218 ","NA","NA","","41"," 103 ","","50"," 115 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Calderdale","Local Authority","E08000033","All pupils","All pupils","59"," 93 ","NA","NA","","55"," 42 ","","63"," 51 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Doncaster","Local Authority","E08000017","All pupils","All pupils","57"," 61 ","NA","NA","","47"," 30 ","","68"," 31 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","East Riding of Yorkshire","Local Authority","E06000011","All pupils","All pupils","67"," 46 ","NA","NA","","57"," 28 ","","83"," 18 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Kingston upon Hull, City of","Local Authority","E06000010","All pupils","All pupils","57"," 44 ","NA","NA","","50"," 28 ","","69"," 16 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Kirklees","Local Authority","E08000034","All pupils","All pupils","47"," 225 ","NA","NA","","42"," 118 ","","53"," 107 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Leeds","Local Authority","E08000035","All pupils","All pupils","58"," 335 ","NA","NA","","56"," 172 ","","60"," 163 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","North East Lincolnshire","Local Authority","E06000012","All pupils","All pupils","55"," 38 ","NA","NA","","52"," 25 ","","62"," 13 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","North Lincolnshire","Local Authority","E06000013","All pupils","All pupils","58"," 19 ","NA","NA","","x"," 9 ","Suppressed","x"," 10 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","North Yorkshire","Local Authority","E10000023","All pupils","All pupils","66"," 124 ","NA","NA","","65"," 72 ","","67"," 52 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Rotherham","Local Authority","E08000018","All pupils","All pupils","67"," 58 ","NA","NA","","67"," 33 ","","68"," 25 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Sheffield","Local Authority","E08000019","All pupils","All pupils","53"," 265 ","NA","NA","","51"," 128 ","","55"," 137 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","Wakefield","Local Authority","E08000036","All pupils","All pupils","64"," 64 ","NA","NA","","52"," 27 ","","73"," 37 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","5+1","York","Local Authority","E06000014","All pupils","All pupils","82"," 33 ","NA","NA","","x"," 17 ","Suppressed","x"," 16 ","Suppressed"
