"Title","GCSE-level exam results (‘Attainment 8’) by ethnicity, gender and area"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 4 statistics https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Denominator","Lower confidence interval","Upper confidence interval","Value-Female","Denominator-Female","Lower CI - Female","Upper CI - Female","Notes - Female","All-value","All-Denominator"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Hackney","Local Authority","E09000012","Boys","All pupils","50","302","NA","NA","58","385","NA","NA","","55","687"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Hammersmith and Fulham","Local Authority","E09000013","Boys","All pupils","56","286","NA","NA","58","338","NA","NA","","57","624"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Haringey","Local Authority","E09000014","Boys","All pupils","50","510","NA","NA","54","495","NA","NA","","52","1005"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Islington","Local Authority","E09000019","Boys","All pupils","48","276","NA","NA","52","230","NA","NA","","50","506"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Kensington and Chelsea","Local Authority","E09000020","Boys","All pupils","58","189","NA","NA","58","108","NA","NA","","58","297"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Lambeth","Local Authority","E09000022","Boys","All pupils","52","263","NA","NA","54","228","NA","NA","","53","491"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Lewisham","Local Authority","E09000023","Boys","All pupils","45","384","NA","NA","50","314","NA","NA","","47","698"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Newham","Local Authority","E09000025","Boys","All pupils","44","298","NA","NA","47","284","NA","NA","","46","582"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Southwark","Local Authority","E09000028","Boys","All pupils","52","328","NA","NA","53","357","NA","NA","","53","685"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Tower Hamlets","Local Authority","E09000030","Boys","All pupils","45","169","NA","NA","47","147","NA","NA","","46","316"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Wandsworth","Local Authority","E09000032","Boys","All pupils","51","287","NA","NA","55","284","NA","NA","","53","571"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Westminster","Local Authority","E09000033","Boys","All pupils","53","197","NA","NA","62","286","NA","NA","","58","483"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Barking and Dagenham","Local Authority","E09000002","Boys","All pupils","45","533","NA","NA","49","518","NA","NA","","47","1051"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Barnet","Local Authority","E09000003","Boys","All pupils","53","923","NA","NA","58","912","NA","NA","","55","1835"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Bexley","Local Authority","E09000004","Boys","All pupils","49","1120","NA","NA","52","1063","NA","NA","","50","2183"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Brent","Local Authority","E09000005","Boys","All pupils","47","300","NA","NA","52","279","NA","NA","","49","579"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Bromley","Local Authority","E09000006","Boys","All pupils","52","1179","NA","NA","56","1240","NA","NA","","54","2419"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Croydon","Local Authority","E09000008","Boys","All pupils","46","714","NA","NA","54","820","NA","NA","","50","1534"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Ealing","Local Authority","E09000009","Boys","All pupils","50","446","NA","NA","55","380","NA","NA","","52","826"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Enfield","Local Authority","E09000010","Boys","All pupils","48","890","NA","NA","52","864","NA","NA","","50","1754"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Greenwich","Local Authority","E09000011","Boys","All pupils","45","511","NA","NA","50","560","NA","NA","","47","1071"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Harrow","Local Authority","E09000015","Boys","All pupils","50","303","NA","NA","55","307","NA","NA","","52","610"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Havering","Local Authority","E09000016","Boys","All pupils","48","1135","NA","NA","51","1102","NA","NA","","50","2237"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Hillingdon","Local Authority","E09000017","Boys","All pupils","47","770","NA","NA","50","709","NA","NA","","48","1479"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Hounslow","Local Authority","E09000018","Boys","All pupils","51","448","NA","NA","54","503","NA","NA","","53","951"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Kingston upon Thames","Local Authority","E09000021","Boys","All pupils","54","396","NA","NA","57","475","NA","NA","","56","871"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Merton","Local Authority","E09000024","Boys","All pupils","50","372","NA","NA","55","362","NA","NA","","52","734"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Redbridge","Local Authority","E09000026","Boys","All pupils","50","467","NA","NA","54","436","NA","NA","","52","903"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Richmond upon Thames","Local Authority","E09000027","Boys","All pupils","53","470","NA","NA","58","555","NA","NA","","55","1025"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Sutton","Local Authority","E09000029","Boys","All pupils","53","851","NA","NA","57","772","NA","NA","","55","1623"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Waltham Forest","Local Authority","E09000031","Boys","All pupils","49","494","NA","NA","53","475","NA","NA","","51","969"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Bracknell Forest","Local Authority","E06000036","Boys","All pupils","49","479","NA","NA","53","467","NA","NA","","51","946"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Brighton and Hove","Local Authority","E06000043","Boys","All pupils","48","903","NA","NA","52","899","NA","NA","","50","1802"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Buckinghamshire","Local Authority","E10000002","Boys","All pupils","54","2106","NA","NA","58","2114","NA","NA","","56","4220"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","East Sussex","Local Authority","E10000011","Boys","All pupils","47","2271","NA","NA","52","2261","NA","NA","","49","4532"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Hampshire","Local Authority","E10000014","Boys","All pupils","49","6208","NA","NA","53","5902","NA","NA","","51","12110"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Isle of Wight","Local Authority","E06000046","Boys","All pupils","40","638","NA","NA","47","611","NA","NA","","44","1249"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Kent","Local Authority","E10000016","Boys","All pupils","47","7114","NA","NA","52","6908","NA","NA","","50","14022"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Medway","Local Authority","E06000035","Boys","All pupils","47","1293","NA","NA","51","1215","NA","NA","","49","2508"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Milton Keynes","Local Authority","E06000042","Boys","All pupils","46","997","NA","NA","51","997","NA","NA","","48","1994"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Oxfordshire","Local Authority","E10000025","Boys","All pupils","48","2605","NA","NA","53","2531","NA","NA","","51","5136"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Portsmouth","Local Authority","E06000044","Boys","All pupils","43","809","NA","NA","48","706","NA","NA","","46","1515"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Reading","Local Authority","E06000038","Boys","All pupils","49","411","NA","NA","50","300","NA","NA","","50","711"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Slough","Local Authority","E06000039","Boys","All pupils","48","253","NA","NA","55","244","NA","NA","","51","497"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Southampton","Local Authority","E06000045","Boys","All pupils","44","798","NA","NA","49","795","NA","NA","","46","1593"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Surrey","Local Authority","E10000030","Boys","All pupils","50","4588","NA","NA","55","4370","NA","NA","","53","8958"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","West Berkshire","Local Authority","E06000037","Boys","All pupils","50","874","NA","NA","55","830","NA","NA","","52","1704"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","West Sussex","Local Authority","E10000032","Boys","All pupils","49","3719","NA","NA","53","3597","NA","NA","","51","7316"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Windsor and Maidenhead","Local Authority","E06000040","Boys","All pupils","52","586","NA","NA","55","533","NA","NA","","53","1119"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Wokingham","Local Authority","E06000041","Boys","All pupils","51","633","NA","NA","57","598","NA","NA","","54","1231"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Bath and North East Somerset","Local Authority","E06000022","Boys","All pupils","51","903","NA","NA","53","960","NA","NA","","52","1863"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Bournemouth","Local Authority","E06000028","Boys","All pupils","48","733","NA","NA","53","696","NA","NA","","50","1429"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Bristol, City of","Local Authority","E06000023","Boys","All pupils","46","1151","NA","NA","51","1165","NA","NA","","48","2316"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Cornwall","Local Authority","E06000052","Boys","All pupils","48","2665","NA","NA","52","2567","NA","NA","","50","5232"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Devon","Local Authority","E10000008","Boys","All pupils","49","3486","NA","NA","52","3240","NA","NA","","50","6726"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Dorset","Local Authority","E10000009","Boys","All pupils","48","1996","NA","NA","52","1937","NA","NA","","50","3933"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Gloucestershire","Local Authority","E10000013","Boys","All pupils","50","3043","NA","NA","54","2839","NA","NA","","52","5882"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Isles of Scilly","Local Authority","E06000053","Boys","All pupils","53","11","NA","NA","45","10","NA","NA","","49","21"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","North Somerset","Local Authority","E06000024","Boys","All pupils","47","1039","NA","NA","52","1004","NA","NA","","50","2043"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Plymouth","Local Authority","E06000026","Boys","All pupils","46","1273","NA","NA","51","1216","NA","NA","","48","2489"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Poole","Local Authority","E06000029","Boys","All pupils","50","689","NA","NA","55","649","NA","NA","","52","1338"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Somerset","Local Authority","E10000027","Boys","All pupils","48","2486","NA","NA","53","2447","NA","NA","","50","4933"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","South Gloucestershire","Local Authority","E06000025","Boys","All pupils","47","1324","NA","NA","49","1206","NA","NA","","48","2530"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Swindon","Local Authority","E06000030","Boys","All pupils","45","900","NA","NA","50","856","NA","NA","","48","1756"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Torbay","Local Authority","E06000027","Boys","All pupils","51","701","NA","NA","53","634","NA","NA","","52","1335"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","Wiltshire","Local Authority","E06000054","Boys","All pupils","49","2263","NA","NA","53","2319","NA","NA","","51","4582"
"Average Attainment 8 score per pupil","2016","Academic year","White","5+1","All - England","Country","E92000001","Boys","All pupils","48","214610","NA","NA","52","206830","NA","NA","","50","421440"
